iter	MultiClass
506	0.0238320106
507	0.02370429421
508	0.02365668129
509	0.02356938709
510	0.02351890855
511	0.0234588072
512	0.02334618941
513	0.02325648644
514	0.02320953927
515	0.02310961682
516	0.02301479416
517	0.02292332378
518	0.02287929569
519	0.02284818612
520	0.02280939296
521	0.02275207713
522	0.02268341928
523	0.02265793629
524	0.02262220514
525	0.02255634178
526	0.02249665172
527	0.02245096686
528	0.02240890528
529	0.02229383522
530	0.02221597361
531	0.02211819357
532	0.02208705971
533	0.02203316293
534	0.02198953766
535	0.02188652908
536	0.021821412
537	0.02177102785
538	0.02170694499
539	0.02160870624
540	0.0215475587
541	0.02150727193
542	0.02141533244
543	0.02137280516
544	0.02129365232
545	0.02126261517
546	0.02123529783
547	0.02116479174
548	0.02109307335
549	0.02104177967
550	0.02097454748
551	0.02090289852
552	0.0208569106
553	0.02081351367
554	0.02076146841
555	0.02069362898
556	0.02062479369
557	0.02051855286
558	0.02048894749
559	0.02043082871
560	0.0203530862
561	0.02024501691
562	0.02017673366
563	0.02013683783
564	0.02008225588
565	0.02004963107
566	0.01998800817
567	0.01993523485
568	0.01989031375
569	0.01980940423
570	0.0197889585
571	0.01970924708
572	0.01967633605
573	0.0196390918
574	0.0195888797
575	0.01953086363
576	0.01946918002
577	0.01940384023
578	0.0193779743
579	0.01932263458
580	0.01929084762
581	0.01921683528
582	0.01919155742
583	0.01916478412
584	0.01911524779
585	0.01904209461
586	0.01896706416
587	0.01892364956
588	0.01889065642
589	0.01887062271
590	0.01882867257
591	0.01876481474
592	0.01869779258
593	0.01866920863
594	0.01863126021
595	0.01857571612
596	0.01852574048
597	0.01848026271
598	0.01842620614
599	0.01837328318
600	0.01830974672
601	0.01824601892
602	0.01815994399
603	0.01814180062
604	0.01812148542
605	0.01808138751
606	0.01805537248
607	0.01801962188
608	0.01795070762
609	0.01788251279
610	0.01784277772
611	0.01776311668
612	0.01773627202
613	0.01770121295
614	0.01763766958
615	0.01759398594
616	0.01754785083
617	0.01750185778
618	0.01746842293
619	0.01744797407
620	0.01741276308
621	0.01735917435
622	0.01731316882
623	0.01729349352
624	0.01723202607
625	0.01719182834
626	0.01716996268
627	0.01712423267
628	0.01707809334
629	0.01702100068
630	0.01698274562
631	0.01696424505
632	0.01693800192
633	0.01687337585
634	0.01684798467
635	0.0168285044
636	0.01681254958
637	0.01673218123
638	0.01666282032
639	0.01659617616
640	0.0165592925
641	0.01651273783
642	0.01646012109
643	0.01643032064
644	0.01638667082
645	0.01636660804
646	0.01631040034
647	0.01627810803
648	0.01625953484
649	0.01622328326
650	0.01615250621
651	0.01607694634
652	0.01603101643
653	0.01600101147
654	0.01593269218
655	0.01586593263
656	0.0158273762
657	0.01580560353
658	0.01575378619
659	0.01572564691
660	0.01568696891
661	0.01565581682
662	0.01560972821
663	0.0155826186
664	0.0155426586
665	0.01552287904
666	0.01546679706
667	0.01540537952
668	0.01538615353
669	0.01536626507
670	0.01531011417
671	0.01530444553
672	0.01526886123
673	0.01525231322
674	0.01523857502
675	0.01520086156
676	0.01516235778
677	0.01513635635
678	0.01511097752
679	0.01504676242
680	0.01500737716
681	0.01496571909
682	0.01493726553
683	0.01487112246
684	0.01484283806
685	0.01480416032
686	0.01478432371
687	0.01474852096
688	0.01472677583
689	0.01471033048
690	0.01468178878
691	0.01466982205
692	0.01463367769
693	0.01459648826
694	0.01458027284
695	0.01454059662
696	0.01448879852
697	0.01446107781
698	0.01442868349
699	0.01439482024
700	0.01434342921
701	0.01432690838
702	0.01430877091
703	0.01427958628
704	0.01424464333
705	0.01422205261
706	0.01418721755
707	0.0141478655
708	0.01409857845
709	0.01407213581
710	0.01403672652
711	0.01401138266
712	0.01396983212
713	0.01392519448
714	0.01391042402
715	0.0138941087
716	0.01387604518
717	0.0138100173
718	0.01379170669
719	0.01376222333
720	0.01371327648
721	0.01363117513
722	0.01361109845
723	0.01357252644
724	0.01353838745
725	0.01352696574
726	0.0135029805
727	0.01348013226
728	0.01345441352
729	0.0134342675
730	0.01342060028
731	0.01339327302
732	0.01337098634
733	0.01333556134
734	0.01331560862
735	0.01328141125
736	0.01324024751
737	0.01322596779
738	0.01320276986
739	0.01316612891
740	0.01310446042
741	0.01307897038
742	0.01306441874
743	0.01304784872
744	0.01301773694
745	0.01296558849
746	0.0129428141
747	0.01286616011
748	0.01283414686
749	0.0128018077
750	0.01275222648
751	0.01272488439
752	0.01269489259
753	0.01268598296
754	0.01265188381
755	0.01262482212
756	0.01259046568
757	0.01255248894
758	0.01252818696
759	0.01250980264
760	0.01247657709
761	0.01246051852
762	0.01243970931
763	0.01240716069
764	0.01238074436
765	0.01236619999
766	0.01235309953
767	0.01233581015
768	0.01231731433
769	0.01229378281
770	0.01226603727
771	0.01223133144
772	0.0122013463
773	0.01218095071
774	0.0121699772
775	0.01214465908
776	0.01212229905
777	0.01208635307
778	0.01207780176
779	0.01203050437
780	0.0119923831
781	0.01198083511
782	0.01196870815
783	0.01195107553
784	0.01193723315
785	0.01191836255
786	0.01187870465
787	0.01185573022
788	0.01183565526
789	0.01182476863
790	0.01176891124
791	0.01173872519
792	0.01168986672
793	0.01167085239
794	0.01165479082
795	0.01163484106
796	0.01161657603
797	0.01158711318
798	0.01153949308
799	0.01150134446
800	0.01147735367
801	0.0114455332
802	0.01141273993
803	0.01138200125
804	0.01135387919
805	0.01133869239
806	0.01131585485
807	0.01127495312
808	0.0112569752
809	0.01123251432
810	0.01120721913
811	0.01116349748
812	0.01114233289
813	0.01111100443
814	0.01109477707
815	0.01107250919
816	0.0110355743
817	0.01102259256
818	0.01099688251
819	0.01098322044
820	0.01095774486
821	0.01093051935
822	0.01090789445
823	0.01088748329
824	0.01087055507
825	0.01085511393
826	0.01083654063
827	0.01082644959
828	0.01078944279
829	0.01077525388
830	0.01076049523
831	0.01073143793
832	0.01070492934
833	0.01068564358
834	0.01065307276
835	0.01064254538
836	0.01061139454
837	0.01059284793
838	0.01057303128
839	0.01055786844
840	0.01054867479
841	0.01054115454
842	0.0105288026
843	0.0105199161
844	0.01049876485
845	0.01048081611
846	0.01045276042
847	0.01042315732
848	0.01041196385
849	0.01039581697
850	0.01036005239
851	0.01034144825
852	0.0103215977
853	0.01031456311
854	0.01028911094
855	0.01028016867
856	0.01026964596
857	0.01025661042
858	0.01023256995
859	0.01022169972
860	0.01020852109
861	0.01018830303
862	0.01016125495
863	0.0101488963
864	0.01012958703
865	0.01011600473
866	0.01010525351
867	0.01009507032
868	0.01006668504
869	0.01004559249
870	0.01002357625
871	0.01000695831
872	0.009974423325
873	0.009962696567
874	0.009931857164
875	0.009917957971
876	0.009900358643
877	0.009883153432
878	0.009875671259
879	0.009868208943
880	0.00985781781
881	0.009828201673
882	0.009812103632
883	0.009799088906
884	0.009788419761
885	0.009765293076
886	0.009760932317
887	0.009736536539
888	0.009725058156
889	0.009700195283
890	0.009672403228
891	0.009660295228
892	0.009631828539
893	0.009618881866
894	0.009604073134
895	0.009583002156
896	0.009550841888
897	0.009529550765
898	0.009509591258
899	0.009501033204
900	0.009487812074
901	0.009466629741
902	0.009454135355
903	0.009441964927
904	0.009432234692
905	0.009414776021
906	0.009407834309
907	0.00939552848
908	0.009373957265
909	0.009361329185
910	0.009338462963
911	0.009320843684
912	0.009309819801
913	0.009302334436
914	0.009291864481
915	0.009267114563
916	0.00925686944
917	0.009227121119
918	0.009206436509
919	0.009191424833
920	0.009168059054
921	0.009158441793
922	0.009145036707
923	0.009130635873
924	0.009097110828
925	0.009072924537
926	0.0090520097
927	0.009036259044
928	0.009029964664
929	0.009019236881
930	0.009006319839
931	0.008985461241
932	0.008965507737
933	0.008947400041
934	0.008938697695
935	0.008918127396
936	0.008902257838
937	0.008896790139
938	0.008886796232
939	0.008873892171
940	0.008866913673
941	0.008850541259
942	0.008837088874
943	0.008826082854
944	0.008821637726
945	0.008812823079
946	0.008805419252
947	0.00879753634
948	0.008791037777
949	0.008773334767
950	0.008765362818
951	0.008748976866
952	0.008731427343
953	0.008712649975
954	0.008696838054
955	0.008682678374
956	0.008676945259
957	0.008656783912
958	0.008638799249
959	0.008621959446
960	0.008615925414
961	0.008603014799
962	0.008591250929
963	0.008579821578
964	0.008575568641
965	0.008567020843
966	0.008552412713
967	0.008537013653
968	0.008523583764
969	0.008510510239
970	0.008486079817
971	0.008469182768
972	0.008453526696
973	0.008434415725
974	0.008424374541
975	0.00839773238
976	0.008381624872
977	0.008362882969
978	0.008352556727
979	0.00833560487
980	0.008320634994
981	0.00830820933
982	0.008298930929
983	0.008289883591
984	0.008268073292
985	0.008264814186
986	0.008254197284
987	0.008242612767
988	0.008230210912
989	0.008221254353
990	0.008213128867
991	0.008186859533
992	0.008176096882
993	0.008164592701
994	0.008157809485
995	0.008152366074
996	0.00814193045
997	0.008129948426
998	0.008109526187
999	0.008098597276
