iter	Passed	Remaining
481	1569	1686
482	1573	1683
483	1576	1680
484	1579	1677
485	1582	1673
486	1586	1670
487	1589	1667
488	1592	1664
489	1595	1660
490	1598	1657
491	1602	1654
492	1605	1651
493	1608	1647
494	1611	1644
495	1615	1641
496	1618	1638
497	1621	1634
498	1625	1631
499	1628	1628
500	1631	1624
501	1634	1621
502	1637	1618
503	1640	1614
504	1644	1611
505	1647	1608
506	1650	1604
507	1654	1602
508	1657	1599
509	1660	1595
510	1664	1592
511	1667	1589
512	1670	1585
513	1673	1582
514	1676	1579
515	1679	1575
516	1683	1572
517	1686	1569
518	1689	1566
519	1692	1562
520	1695	1558
521	1698	1554
522	1701	1551
523	1704	1548
524	1707	1544
525	1710	1540
526	1713	1537
527	1716	1534
528	1719	1530
529	1722	1527
530	1725	1523
531	1728	1520
532	1731	1517
533	1734	1513
534	1737	1510
535	1740	1506
536	1743	1503
537	1746	1499
538	1749	1496
539	1752	1492
540	1755	1489
541	1758	1485
542	1761	1482
543	1764	1479
544	1767	1475
545	1770	1472
546	1773	1468
547	1776	1465
548	1779	1461
549	1782	1458
550	1785	1454
551	1788	1451
552	1791	1448
553	1794	1444
554	1797	1441
555	1800	1437
556	1803	1434
557	1806	1431
558	1809	1427
559	1812	1424
560	1815	1421
561	1818	1417
562	1822	1414
563	1825	1411
564	1828	1407
565	1831	1404
566	1834	1400
567	1836	1397
568	1839	1393
569	1842	1390
570	1845	1386
571	1848	1383
572	1851	1379
573	1854	1376
574	1857	1372
575	1860	1369
576	1863	1366
577	1866	1362
578	1869	1359
579	1873	1356
580	1876	1352
581	1878	1349
582	1882	1346
583	1885	1342
584	1888	1339
585	1892	1337
586	1896	1334
587	1899	1331
588	1903	1328
589	1906	1324
590	1909	1321
591	1912	1318
592	1915	1314
593	1918	1311
594	1921	1307
595	1924	1304
596	1927	1301
597	1930	1297
598	1933	1294
599	1936	1290
600	1939	1287
601	1942	1284
602	1945	1280
603	1948	1277
604	1950	1273
605	1953	1270
606	1957	1267
607	1960	1263
608	1966	1262
609	1969	1259
610	1972	1255
611	1975	1252
612	1978	1249
613	1981	1245
614	1984	1242
615	1987	1238
616	1990	1235
617	1993	1232
618	1996	1228
619	1998	1225
620	2001	1221
621	2004	1218
622	2008	1215
623	2010	1211
624	2013	1208
625	2016	1204
626	2019	1201
627	2022	1198
628	2026	1195
629	2029	1191
630	2032	1188
631	2034	1184
632	2037	1181
633	2040	1178
634	2043	1174
635	2046	1171
636	2049	1167
637	2052	1164
638	2055	1161
639	2058	1158
640	2061	1154
641	2064	1151
642	2068	1148
643	2071	1144
644	2074	1141
645	2076	1138
646	2079	1134
647	2082	1131
648	2085	1127
649	2088	1124
650	2092	1121
651	2095	1118
652	2098	1115
653	2101	1111
654	2105	1108
655	2108	1105
656	2111	1102
657	2114	1098
658	2117	1095
659	2120	1092
660	2123	1089
661	2126	1085
662	2129	1082
663	2132	1079
664	2135	1075
665	2138	1072
666	2141	1069
667	2144	1065
668	2147	1062
669	2150	1059
670	2153	1055
671	2156	1052
672	2159	1049
673	2162	1046
674	2165	1042
675	2168	1039
676	2171	1035
677	2174	1032
678	2177	1029
679	2180	1025
680	2183	1022
681	2186	1019
682	2188	1015
683	2192	1012
684	2195	1009
685	2198	1006
686	2201	1002
687	2204	999
688	2207	996
689	2209	992
690	2212	989
691	2215	986
692	2218	982
693	2221	979
694	2224	976
695	2227	972
696	2230	969
697	2233	966
698	2236	963
699	2239	959
700	2242	956
701	2245	953
702	2248	949
703	2251	946
704	2254	943
705	2257	939
706	2260	936
707	2263	933
708	2266	930
709	2269	927
710	2273	923
711	2276	920
712	2279	917
713	2282	914
714	2285	911
715	2288	907
716	2291	904
717	2294	901
718	2298	898
719	2301	895
720	2304	891
721	2307	888
722	2310	885
723	2314	882
724	2317	879
725	2320	875
726	2324	872
727	2327	869
728	2331	866
729	2335	863
730	2338	860
731	2341	857
732	2344	854
733	2347	850
734	2351	847
735	2354	844
736	2357	841
737	2360	838
738	2364	835
739	2367	831
740	2370	828
741	2374	825
742	2377	822
743	2380	819
744	2383	815
745	2386	812
746	2389	809
747	2393	806
748	2397	803
749	2401	800
750	2405	797
751	2408	794
752	2412	791
753	2415	788
754	2419	784
755	2422	782
756	2426	778
757	2430	776
758	2434	773
759	2437	769
760	2440	766
761	2443	763
762	2446	760
763	2450	756
764	2453	753
765	2456	750
766	2459	747
767	2462	743
768	2465	740
769	2468	737
770	2472	734
771	2475	731
772	2478	727
773	2480	724
774	2483	721
775	2486	717
776	2489	714
777	2492	711
778	2496	708
779	2499	704
780	2502	701
781	2505	698
782	2508	695
783	2511	691
784	2513	688
785	2517	685
786	2519	682
787	2523	678
788	2526	675
789	2529	672
790	2532	669
791	2536	666
792	2540	663
793	2543	659
794	2546	656
795	2549	653
796	2552	650
797	2556	647
798	2559	643
799	2563	640
800	2566	637
801	2570	634
802	2573	631
803	2576	628
804	2580	624
805	2583	621
806	2586	618
807	2589	615
808	2592	612
809	2595	608
810	2599	605
811	2602	602
812	2604	599
813	2607	595
814	2610	592
815	2613	589
816	2616	586
817	2619	582
818	2622	579
819	2625	576
820	2628	573
821	2631	569
822	2635	566
823	2638	563
824	2641	560
825	2643	556
826	2646	553
827	2649	550
828	2652	547
829	2655	543
830	2658	540
831	2661	537
832	2664	534
833	2667	530
834	2670	527
835	2673	524
836	2676	521
837	2679	518
838	2682	514
839	2685	511
840	2689	508
841	2692	505
842	2695	502
843	2698	498
844	2701	495
845	2705	492
846	2708	489
847	2711	486
848	2714	482
849	2717	479
850	2720	476
851	2723	473
852	2726	469
853	2729	466
854	2732	463
855	2735	460
856	2738	456
857	2741	453
858	2744	450
859	2747	447
860	2749	443
861	2752	440
862	2755	437
863	2758	434
864	2761	431
865	2764	427
866	2767	424
867	2770	421
868	2773	418
869	2776	414
870	2779	411
871	2782	408
872	2785	405
873	2788	401
874	2791	398
875	2794	395
876	2797	392
877	2800	389
878	2803	385
879	2806	382
880	2809	379
881	2812	376
882	2815	373
883	2818	369
884	2821	366
885	2824	363
886	2827	360
887	2830	357
888	2833	353
889	2836	350
890	2839	347
891	2842	344
892	2845	340
893	2848	337
894	2851	334
895	2855	331
896	2858	328
897	2861	325
898	2864	321
899	2867	318
900	2870	315
901	2873	312
902	2876	309
903	2879	305
904	2882	302
905	2885	299
906	2888	296
907	2891	292
908	2894	289
909	2897	286
910	2901	283
911	2904	280
912	2910	277
913	2914	274
914	2918	271
915	2921	267
916	2925	264
917	2929	261
918	2933	258
919	2936	255
920	2941	252
921	2944	249
922	2948	245
923	2951	242
924	2957	239
925	2962	236
926	2965	233
927	2968	230
928	2972	227
929	2975	223
930	2978	220
931	2981	217
932	2985	214
933	2988	211
934	2991	207
935	2995	204
936	2999	201
937	3002	198
938	3004	195
939	3007	191
940	3010	188
941	3013	185
942	3016	182
943	3019	179
944	3022	175
945	3025	172
946	3028	169
947	3031	166
948	3034	163
949	3037	159
950	3040	156
951	3043	153
952	3046	150
953	3050	147
954	3053	143
955	3056	140
956	3059	137
957	3062	134
958	3066	131
959	3069	127
960	3072	124
961	3075	121
962	3079	118
963	3082	115
964	3085	111
965	3088	108
966	3092	105
967	3095	102
968	3098	99
969	3101	95
970	3105	92
971	3108	89
972	3111	86
973	3114	83
974	3117	79
975	3120	76
976	3123	73
977	3126	70
978	3129	67
979	3132	63
980	3135	60
981	3138	57
982	3142	54
983	3145	51
984	3148	47
985	3150	44
986	3153	41
987	3156	38
988	3159	35
989	3162	31
990	3165	28
991	3168	25
992	3172	22
993	3175	19
994	3178	15
995	3181	12
996	3184	9
997	3187	6
998	3190	3
999	3194	0
