iter	Logloss
0	0.6523369801
1	0.6160240439
2	0.5808755828
3	0.5405949893
4	0.506564837
5	0.4809581433
6	0.4570261084
7	0.4318749963
8	0.4089768528
9	0.3849043386
10	0.3702579569
11	0.3508825047
12	0.3361007389
13	0.3232567994
14	0.3155701512
15	0.3023999665
16	0.2924026861
17	0.2837325948
18	0.2762494923
19	0.2653611479
20	0.2587116797
21	0.2495046487
22	0.2449070679
23	0.2377382925
24	0.2333684472
25	0.2302896077
26	0.2263190361
27	0.2211327979
28	0.2167024945
29	0.213268064
30	0.2099647843
31	0.2059537808
32	0.2028039219
33	0.1988671787
34	0.1957103062
35	0.1935366698
36	0.1916018806
37	0.1896517429
38	0.1875345904
39	0.1852938412
40	0.1835356844
41	0.1809573489
42	0.1796983127
43	0.1776869361
44	0.1760366752
45	0.1731060617
46	0.1706678477
47	0.1687821899
48	0.1669420925
49	0.1650511036
50	0.1631836066
51	0.1616410101
52	0.1598709164
53	0.1584752589
54	0.1567044529
55	0.1554617367
56	0.15400988
57	0.1522350145
58	0.1509940959
59	0.1497930976
60	0.148994232
61	0.1483871978
62	0.1472928106
63	0.146481926
64	0.1451104836
65	0.1440192288
66	0.1432054832
67	0.1416458037
68	0.1401144137
69	0.139466345
70	0.1381258488
71	0.1373234587
72	0.1364933218
73	0.1354426524
74	0.1345051423
75	0.1335018055
76	0.133113109
77	0.1320293279
78	0.1310026117
79	0.1300150642
80	0.129058685
81	0.1278404896
82	0.1274422591
83	0.1265897064
84	0.1260250891
85	0.1254006473
86	0.12452302
87	0.1234785738
88	0.1220291145
89	0.1207071093
90	0.1200735633
91	0.1185142648
92	0.1180792497
93	0.1167380203
94	0.1158251114
95	0.1150176993
96	0.1142659221
97	0.1135111985
98	0.112867244
99	0.1121663327
100	0.1112227318
101	0.1106305089
102	0.1094725135
103	0.1083228735
104	0.1073805569
105	0.106380502
106	0.1057809227
107	0.1046445295
108	0.1037023729
109	0.1030554711
110	0.1023965397
111	0.1016198412
112	0.1009221326
113	0.1003261881
114	0.09980880646
115	0.09891109212
116	0.09802739102
117	0.0976421354
118	0.09725941349
119	0.09687889467
120	0.09620924472
121	0.09522473328
122	0.09470368705
123	0.0939260382
124	0.09309387152
125	0.09235854653
126	0.09188413343
127	0.09112781099
128	0.09039636162
129	0.09003614022
130	0.08941373316
131	0.0887360163
132	0.08820839903
133	0.08780291687
134	0.08734067004
135	0.0869152377
136	0.08648000057
137	0.08607930616
138	0.08574133052
139	0.08482841664
140	0.08429888427
141	0.08374158237
142	0.08319569409
143	0.08261817396
144	0.08198408798
145	0.0815995213
146	0.08115195065
147	0.08073490422
148	0.08018721604
149	0.07978357643
150	0.07945761365
151	0.07884149574
152	0.07834012777
153	0.0779658538
154	0.07765541176
155	0.07731491459
156	0.07704618445
157	0.07675815155
158	0.0758812973
159	0.07538282027
160	0.07483293121
161	0.07430551996
162	0.07386580078
163	0.07332919394
164	0.07272016711
165	0.07226906864
166	0.07180245939
167	0.07153312282
168	0.07125081252
169	0.07079493404
170	0.07043867853
171	0.06992916945
172	0.06971756063
173	0.06911521534
174	0.0683847141
175	0.06759441882
176	0.0671776612
177	0.06678939281
178	0.0664612682
179	0.06611911843
180	0.06581425141
181	0.06535777315
182	0.06506921993
183	0.06479416132
184	0.06446279327
185	0.06410442966
186	0.06380542175
187	0.06356444453
188	0.06331212485
189	0.06316565277
190	0.06274138594
191	0.0623694715
192	0.06203556448
193	0.06175174752
194	0.06143082448
195	0.06114841698
196	0.06078815073
197	0.06064090247
198	0.06024762396
199	0.05971340546
200	0.05955992592
201	0.05940154704
202	0.0591608866
203	0.05874913412
204	0.05850047185
205	0.0582587658
206	0.05787970103
207	0.057767811
208	0.05754800984
209	0.05720849707
210	0.05701228717
211	0.05670008454
212	0.05644572266
213	0.05622366053
214	0.05585994759
215	0.05556094245
216	0.05527116363
217	0.0551242233
218	0.05487207364
219	0.05464388186
220	0.05430525133
221	0.05400682769
222	0.05375983103
223	0.05351075423
224	0.05336005319
225	0.05317819603
226	0.05281977482
227	0.05258731837
228	0.05238426327
229	0.05213309802
230	0.05185382291
231	0.05162845145
232	0.05133518054
233	0.05104354228
234	0.0508788316
235	0.0505365838
236	0.05033560275
237	0.04990054395
238	0.04969535084
239	0.04938672865
240	0.04906786997
241	0.04893513313
242	0.04878990686
243	0.04868806308
244	0.04849630117
245	0.04832746398
246	0.0480151938
247	0.04771387702
248	0.04740697
249	0.0471616791
250	0.0469879877
251	0.04669360915
252	0.04641810887
253	0.0461507954
254	0.04604394206
255	0.04567860034
256	0.04545429775
257	0.04532639158
258	0.04504807042
259	0.04475651164
260	0.04455177183
261	0.04429377302
262	0.04387817676
263	0.04361823572
264	0.04347942681
265	0.04322606097
266	0.04300542382
267	0.04276452912
268	0.04246745126
269	0.04229977239
270	0.04211446799
271	0.04183142194
272	0.04156683989
273	0.04130690328
274	0.04110929858
275	0.0409317875
276	0.04069769978
277	0.04051027785
278	0.04030405797
279	0.04021769007
280	0.04006312727
281	0.03995393931
282	0.0397750268
283	0.03957781891
284	0.03936909605
285	0.03923578185
286	0.03897993379
287	0.03878551078
288	0.03860043815
289	0.03840610707
290	0.03820858711
291	0.03806435577
292	0.03797221793
293	0.0379136564
294	0.03768286223
295	0.03750096519
296	0.03721586365
297	0.03704493331
298	0.03690403679
299	0.03678574185
300	0.03663713398
301	0.03648082332
302	0.03630795628
303	0.03614014616
304	0.03592487689
305	0.03580369767
306	0.03558222785
307	0.03543420508
308	0.03519020748
309	0.03511345165
310	0.03501666908
311	0.03481737122
312	0.03475891298
313	0.03461784768
314	0.03436889756
315	0.034229175
316	0.03399732401
317	0.03384867722
318	0.03368949184
319	0.0334702582
320	0.03329669252
321	0.03306120946
322	0.03293204044
323	0.03278128832
324	0.03259520539
325	0.03245000072
326	0.03234162328
327	0.03218672791
328	0.03199591274
329	0.03182691536
330	0.03170615608
331	0.03158914863
332	0.03151006746
333	0.03136720724
334	0.03130712769
335	0.03105915797
336	0.03087507377
337	0.03075334378
338	0.03064227838
339	0.0305476838
340	0.03033320497
341	0.03019990088
342	0.03006239524
343	0.02993698859
344	0.02979134323
345	0.0296634102
346	0.02954765715
347	0.02938641031
348	0.02932916812
349	0.02915844657
350	0.02903727067
351	0.02895421641
352	0.02885814411
353	0.02872276805
354	0.02862847544
355	0.02850423748
356	0.02839306284
357	0.02823264826
358	0.02814705045
359	0.02800515291
360	0.02788819641
361	0.02776646517
362	0.0276546787
363	0.02755811129
364	0.02742770712
365	0.0273233486
366	0.0272520134
367	0.02716315305
368	0.02700720791
369	0.0268874221
370	0.02678550757
371	0.02668038852
372	0.02649709198
373	0.02632140504
374	0.02626910885
375	0.02619894775
376	0.0260193665
377	0.02597480216
378	0.02585824234
379	0.02572128208
380	0.02562921083
381	0.02549448786
382	0.02531399503
383	0.02526900037
384	0.02513705189
385	0.02507132229
386	0.02496557092
387	0.02488978288
388	0.02481330299
389	0.02470739627
390	0.02458081553
391	0.02437909347
392	0.02426106395
393	0.02410658616
394	0.02396116273
395	0.02387214828
396	0.02383210698
397	0.02373826351
398	0.02366991132
399	0.02355279158
400	0.02349875973
401	0.02341524566
402	0.02325778168
403	0.02318671758
404	0.02310831469
405	0.02304949965
406	0.0229896919
407	0.02292479524
408	0.02282114893
409	0.02271429144
410	0.02263066771
411	0.02256962231
412	0.02248638045
413	0.02232184629
414	0.0221547312
415	0.02210435912
416	0.02207576246
417	0.02198261556
418	0.02189138376
419	0.02184044636
420	0.02177029786
421	0.02161833398
422	0.0214988572
423	0.02140589444
424	0.02131670083
425	0.02120190492
426	0.02113851535
427	0.02105247144
428	0.02100282734
429	0.02094345267
430	0.02087935726
431	0.02083095289
432	0.02069559745
433	0.02056952276
434	0.02047420794
435	0.02033890886
436	0.0202866459
437	0.02017916772
438	0.02013317605
439	0.02001741954
440	0.01990319835
441	0.0198648077
442	0.01982044052
443	0.01971208232
444	0.01964914023
445	0.01956187031
446	0.01949153102
447	0.01943576641
448	0.01939256515
449	0.01929534908
450	0.01923663469
