"id";"wind_direction";"spot";"wind_speed";"fact_texture";"date";"description";"flat_probability";"frizzy_probability";"stirred_probability";"restless_probability"
1;"Oeste";"Canal da Barra";"Bafagem";"Liso";"2020-03-06 09:00:00";"P(Encrespado|<Canal da Barra, Oeste, Aragem>) = 0,00069/0,00382 = 0,18180P(Muito Mexido|<Canal da Barra, Oeste, Aragem>) = 0,00000/0,00382 = 0,00000P(Mexido|<Canal da Barra, Oeste, Aragem>) = 0,00003/0,00382 = 0,00819P(Liso|<Canal da Barra, Oeste, Aragem>) = 0,00309/0,00382 = 0,81001";0.8100109219345923;0.18179719045788476;0.008191887607522947;0.0
2;"Sudoeste";"Canal da Barra";"Aragem";"Liso";"2020-03-06 10:00:00";"P(Encrespado|<Canal da Barra, Oeste, Bafagem>) = 0,00015/0,00093 = 0,16632P(Muito Mexido|<Canal da Barra, Oeste, Bafagem>) = 0,00000/0,00093 = 0,00000P(Mexido|<Canal da Barra, Oeste, Bafagem>) = 0,00000/0,00093 = 0,00000P(Liso|<Canal da Barra, Oeste, Bafagem>) = 0,00077/0,00093 = 0,83368";0.8336804225408239;0.16631957745917614;0.0;0.0
3;"Leste";"Canal da Barra";"Vento Moderado";"Liso";"2020-03-06 16:00:00";"P(Encrespado|<Canal da Barra, Sudoeste, Aragem>) = 0,00076/0,00534 = 0,14238P(Muito Mexido|<Canal da Barra, Sudoeste, Aragem>) = 0,00000/0,00534 = 0,00000P(Mexido|<Canal da Barra, Sudoeste, Aragem>) = 0,00017/0,00534 = 0,03222P(Liso|<Canal da Barra, Sudoeste, Aragem>) = 0,00441/0,00534 = 0,82540";0.8253997595051885;0.14238174372596737;0.03221849676884417;0.0
4;"Oeste";"Canal da Barra";"Aragem";"Encrespado";"2020-03-07 06:00:00";"P(Encrespado|<Canal da Barra, Leste, Vento Moderado>) = 0,00175/0,00500 = 0,34948P(Muito Mexido|<Canal da Barra, Leste, Vento Moderado>) = 0,00012/0,00500 = 0,02423P(Mexido|<Canal da Barra, Leste, Vento Moderado>) = 0,00081/0,00500 = 0,16257P(Liso|<Canal da Barra, Leste, Vento Moderado>) = 0,00232/0,00500 = 0,46371";0.4637112974522709;0.3494844479146615;0.16257466647794827;0.02422958815511936
5;"Oeste";"Canal da Barra";"Aragem";"Liso";"2020-03-07 08:00:00";"P(Encrespado|<Canal da Barra, Oeste, Aragem>) = 0,00069/0,00382 = 0,18180P(Muito Mexido|<Canal da Barra, Oeste, Aragem>) = 0,00000/0,00382 = 0,00000P(Mexido|<Canal da Barra, Oeste, Aragem>) = 0,00003/0,00382 = 0,00819P(Liso|<Canal da Barra, Oeste, Aragem>) = 0,00309/0,00382 = 0,81001";0.8100109219345923;0.18179719045788476;0.008191887607522947;0.0
6;"Nordeste";"Canal da Barra";"Vento Fraco";"Encrespado";"2020-03-07 12:00:00";"P(Encrespado|<Canal da Barra, Oeste, Aragem>) = 0,00069/0,00382 = 0,18180P(Muito Mexido|<Canal da Barra, Oeste, Aragem>) = 0,00000/0,00382 = 0,00000P(Mexido|<Canal da Barra, Oeste, Aragem>) = 0,00003/0,00382 = 0,00819P(Liso|<Canal da Barra, Oeste, Aragem>) = 0,00309/0,00382 = 0,81001";0.8100109219345923;0.18179719045788476;0.008191887607522947;0.0
7;"Nordeste";"Canal da Barra";"Vento Moderado";"Mexido";"2020-03-07 14:00:00";"P(Encrespado|<Canal da Barra, Nordeste, Vento Fraco>) = 0,00161/0,00270 = 0,59364P(Muito Mexido|<Canal da Barra, Nordeste, Vento Fraco>) = 0,00000/0,00270 = 0,00000P(Mexido|<Canal da Barra, Nordeste, Vento Fraco>) = 0,00075/0,00270 = 0,27766P(Liso|<Canal da Barra, Nordeste, Vento Fraco>) = 0,00035/0,00270 = 0,12870";0.12869529043563369;0.5936439649812731;0.27766074458309314;0.0
8;"Noroeste";"Canal da Barra";"Aragem";"Encrespado";"2020-03-08 07:00:00";"P(Encrespado|<Canal da Barra, Nordeste, Vento Moderado>) = 0,00475/0,00877 = 0,54098P(Muito Mexido|<Canal da Barra, Nordeste, Vento Moderado>) = 0,00000/0,00877 = 0,00000P(Mexido|<Canal da Barra, Nordeste, Vento Moderado>) = 0,00325/0,00877 = 0,37086P(Liso|<Canal da Barra, Nordeste, Vento Moderado>) = 0,00077/0,00877 = 0,08815";0.08815118317521521;0.5409848948176514;0.3708639220071335;0.0
9;"Sudeste";"Canal da Barra";"Vento Moderado";"Mexido";"2020-03-08 11:00:00";"P(Encrespado|<Canal da Barra, Noroeste, Aragem>) = 0,00159/0,00365 = 0,43479P(Muito Mexido|<Canal da Barra, Noroeste, Aragem>) = 0,00000/0,00365 = 0,00000P(Mexido|<Canal da Barra, Noroeste, Aragem>) = 0,00052/0,00365 = 0,14143P(Liso|<Canal da Barra, Noroeste, Aragem>) = 0,00155/0,00365 = 0,42378";0.4237752987768558;0.43479432750127256;0.14143037372187164;0.0
10;"Nordeste";"Canal da Barra";"Vento Moderado";"Encrespado";"2020-03-08 17:00:00";"P(Encrespado|<Canal da Barra, Sudeste, Vento Moderado>) = 0,00275/0,00806 = 0,34100P(Muito Mexido|<Canal da Barra, Sudeste, Vento Moderado>) = 0,00000/0,00806 = 0,00000P(Mexido|<Canal da Barra, Sudeste, Vento Moderado>) = 0,00183/0,00806 = 0,22712P(Liso|<Canal da Barra, Sudeste, Vento Moderado>) = 0,00348/0,00806 = 0,43188";0.43188167756596285;0.34099526092791727;0.22712306150611997;0.0
11;"Noroeste";"Canal da Barra";"Aragem";"Encrespado";"2020-03-09 06:00:00";"P(Encrespado|<Canal da Barra, Nordeste, Vento Moderado>) = 0,00475/0,00877 = 0,54098P(Muito Mexido|<Canal da Barra, Nordeste, Vento Moderado>) = 0,00000/0,00877 = 0,00000P(Mexido|<Canal da Barra, Nordeste, Vento Moderado>) = 0,00325/0,00877 = 0,37086P(Liso|<Canal da Barra, Nordeste, Vento Moderado>) = 0,00077/0,00877 = 0,08815";0.08815118317521521;0.5409848948176514;0.3708639220071335;0.0
12;"Norte";"Canal da Barra";"Vento Fraco";"Encrespado";"2020-03-09 08:00:00";"P(Encrespado|<Canal da Barra, Noroeste, Aragem>) = 0,00159/0,00365 = 0,43479P(Muito Mexido|<Canal da Barra, Noroeste, Aragem>) = 0,00000/0,00365 = 0,00000P(Mexido|<Canal da Barra, Noroeste, Aragem>) = 0,00052/0,00365 = 0,14143P(Liso|<Canal da Barra, Noroeste, Aragem>) = 0,00155/0,00365 = 0,42378";0.4237752987768558;0.43479432750127256;0.14143037372187164;0.0
13;"Sudoeste";"Canal da Barra";"Vento Moderado";"Mexido";"2020-03-09 10:00:00";"P(Encrespado|<Canal da Barra, Norte, Vento Fraco>) = 0,00313/0,00617 = 0,50631P(Muito Mexido|<Canal da Barra, Norte, Vento Fraco>) = 0,00000/0,00617 = 0,00000P(Mexido|<Canal da Barra, Norte, Vento Fraco>) = 0,00183/0,00617 = 0,29642P(Liso|<Canal da Barra, Norte, Vento Fraco>) = 0,00122/0,00617 = 0,19728";0.19727518513369632;0.5063093425328898;0.2964154723334138;0.0
14;"Nordeste";"Canal da Barra";"Vento Fresco";"Mexido";"2020-03-09 14:00:00";"P(Encrespado|<Canal da Barra, Sudoeste, Vento Moderado>) = 0,00575/0,03003 = 0,19136P(Muito Mexido|<Canal da Barra, Sudoeste, Vento Moderado>) = 0,00000/0,03003 = 0,00000P(Mexido|<Canal da Barra, Sudoeste, Vento Moderado>) = 0,00224/0,03003 = 0,07451P(Liso|<Canal da Barra, Sudoeste, Vento Moderado>) = 0,02204/0,03003 = 0,73413";0.7341307940855013;0.1913638103211401;0.07450539559335859;0.0
15;"Noroeste";"Canal da Barra";"Vento Moderado";"Liso";"2020-03-11 08:00:00";"P(Encrespado|<Canal da Barra, Nordeste, Vento Fresco>) = 0,00342/0,00732 = 0,46699P(Muito Mexido|<Canal da Barra, Nordeste, Vento Fresco>) = 0,00000/0,00732 = 0,00000P(Mexido|<Canal da Barra, Nordeste, Vento Fresco>) = 0,00350/0,00732 = 0,47845P(Liso|<Canal da Barra, Nordeste, Vento Fresco>) = 0,00040/0,00732 = 0,05456";0.05456006193039602;0.46699106552520936;0.47844887254439455;0.0
16;"Noroeste";"Canal da Barra";"Vento Moderado";"Encrespado";"2020-03-11 09:00:00";"P(Encrespado|<Canal da Barra, Noroeste, Vento Moderado>) = 0,01199/0,02680 = 0,44743P(Muito Mexido|<Canal da Barra, Noroeste, Vento Moderado>) = 0,00036/0,02680 = 0,01357P(Mexido|<Canal da Barra, Noroeste, Vento Moderado>) = 0,00671/0,02680 = 0,25041P(Liso|<Canal da Barra, Noroeste, Vento Moderado>) = 0,00773/0,02680 = 0,28859";0.2885877130653701;0.4474272865984212;0.25041378625245175;0.013571214083757038
17;"Noroeste";"Canal da Barra";"Vento Moderado";"Encrespado";"2020-03-11 11:00:00";"P(Encrespado|<Canal da Barra, Noroeste, Vento Moderado>) = 0,01199/0,02680 = 0,44743P(Muito Mexido|<Canal da Barra, Noroeste, Vento Moderado>) = 0,00036/0,02680 = 0,01357P(Mexido|<Canal da Barra, Noroeste, Vento Moderado>) = 0,00671/0,02680 = 0,25041P(Liso|<Canal da Barra, Noroeste, Vento Moderado>) = 0,00773/0,02680 = 0,28859";0.2885877130653701;0.4474272865984212;0.25041378625245175;0.013571214083757038
18;"Sul";"Canal da Barra";"Vento Moderado";"Mexido";"2020-03-11 13:00:00";"P(Encrespado|<Canal da Barra, Noroeste, Vento Moderado>) = 0,01199/0,02680 = 0,44743P(Muito Mexido|<Canal da Barra, Noroeste, Vento Moderado>) = 0,00036/0,02680 = 0,01357P(Mexido|<Canal da Barra, Noroeste, Vento Moderado>) = 0,00671/0,02680 = 0,25041P(Liso|<Canal da Barra, Noroeste, Vento Moderado>) = 0,00773/0,02680 = 0,28859";0.2885877130653701;0.4474272865984212;0.25041378625245175;0.013571214083757038
19;"Norte";"Canal da Barra";"Vento Muito Fresco";"Encrespado";"2020-03-12 06:00:00";"P(Encrespado|<Canal da Barra, Sul, Vento Moderado>) = 0,00774/0,02480 = 0,31227P(Muito Mexido|<Canal da Barra, Sul, Vento Moderado>) = 0,00000/0,02480 = 0,00000P(Mexido|<Canal da Barra, Sul, Vento Moderado>) = 0,00081/0,02480 = 0,03280P(Liso|<Canal da Barra, Sul, Vento Moderado>) = 0,01624/0,02480 = 0,65492";0.6549237019266747;0.31227448397839674;0.032801814094928494;0.0
20;"Noroeste";"Canal da Barra";"Vento Fresco";"Mexido";"2020-03-12 12:00:00";"P(Encrespado|<Canal da Barra, Norte, Vento Muito Fresco>) = 0,00489/0,02253 = 0,21718P(Muito Mexido|<Canal da Barra, Norte, Vento Muito Fresco>) = 0,00073/0,02253 = 0,03228P(Mexido|<Canal da Barra, Norte, Vento Muito Fresco>) = 0,01556/0,02253 = 0,69047P(Liso|<Canal da Barra, Norte, Vento Muito Fresco>) = 0,00135/0,02253 = 0,06007";0.060069537832624184;0.21717755839078684;0.6904689213365416;0.03228398244004736
21;"Leste";"Canal da Barra";"Vento Fresco";"Muito Mexido";"2020-03-12 14:00:00";"P(Encrespado|<Canal da Barra, Noroeste, Vento Fresco>) = 0,00864/0,02096 = 0,41234P(Muito Mexido|<Canal da Barra, Noroeste, Vento Fresco>) = 0,00109/0,02096 = 0,05207P(Mexido|<Canal da Barra, Noroeste, Vento Fresco>) = 0,00723/0,02096 = 0,34490P(Liso|<Canal da Barra, Noroeste, Vento Fresco>) = 0,00400/0,02096 = 0,19069";0.19069291493373042;0.412340421908035;0.3448968243090932;0.0520698388491414
22;"Norte";"Canal da Barra";"Vento Muito Fresco";"Mexido";"2020-03-13 07:00:00";"P(Encrespado|<Canal da Barra, Leste, Vento Fresco>) = 0,00126/0,00370 = 0,34069P(Muito Mexido|<Canal da Barra, Leste, Vento Fresco>) = 0,00036/0,00370 = 0,09834P(Mexido|<Canal da Barra, Leste, Vento Fresco>) = 0,00088/0,00370 = 0,23686P(Liso|<Canal da Barra, Leste, Vento Fresco>) = 0,00120/0,00370 = 0,32412";0.3241181661653407;0.3406906967916052;0.2368551367769046;0.09833600026614953
23;"Sudoeste";"Canal da Barra";"Vento Fresco";"Mexido";"2020-03-13 16:00:00";"P(Encrespado|<Canal da Barra, Norte, Vento Muito Fresco>) = 0,00489/0,02253 = 0,21718P(Muito Mexido|<Canal da Barra, Norte, Vento Muito Fresco>) = 0,00073/0,02253 = 0,03228P(Mexido|<Canal da Barra, Norte, Vento Muito Fresco>) = 0,01556/0,02253 = 0,69047P(Liso|<Canal da Barra, Norte, Vento Muito Fresco>) = 0,00135/0,02253 = 0,06007";0.060069537832624184;0.21717755839078684;0.6904689213365416;0.03228398244004736
24;"Norte";"Canal da Barra";"Vento Moderado";"Liso";"2020-03-14 06:00:00";"P(Encrespado|<Canal da Barra, Sudoeste, Vento Fresco>) = 0,00414/0,01794 = 0,23081P(Muito Mexido|<Canal da Barra, Sudoeste, Vento Fresco>) = 0,00000/0,01794 = 0,00000P(Mexido|<Canal da Barra, Sudoeste, Vento Fresco>) = 0,00241/0,01794 = 0,13430P(Liso|<Canal da Barra, Sudoeste, Vento Fresco>) = 0,01139/0,01794 = 0,63489";0.6348854931502146;0.23081205937599517;0.1343024474737903;0.0
25;"Noroeste";"Canal da Barra";"Vento Moderado";"Liso";"2020-03-14 08:00:00";"P(Encrespado|<Canal da Barra, Norte, Vento Moderado>) = 0,00924/0,02012 = 0,45931P(Muito Mexido|<Canal da Barra, Norte, Vento Moderado>) = 0,00024/0,02012 = 0,01205P(Mexido|<Canal da Barra, Norte, Vento Moderado>) = 0,00793/0,02012 = 0,39412P(Liso|<Canal da Barra, Norte, Vento Moderado>) = 0,00271/0,02012 = 0,13451";0.134514891427459;0.4593116250535176;0.3941244579245275;0.012049025594495881
26;"Noroeste";"Canal da Barra";"Vento Moderado";"Encrespado";"2020-03-14 10:00:00";"P(Encrespado|<Canal da Barra, Noroeste, Vento Moderado>) = 0,01199/0,02680 = 0,44743P(Muito Mexido|<Canal da Barra, Noroeste, Vento Moderado>) = 0,00036/0,02680 = 0,01357P(Mexido|<Canal da Barra, Noroeste, Vento Moderado>) = 0,00671/0,02680 = 0,25041P(Liso|<Canal da Barra, Noroeste, Vento Moderado>) = 0,00773/0,02680 = 0,28859";0.2885877130653701;0.4474272865984212;0.25041378625245175;0.013571214083757038
27;"Noroeste";"Canal da Barra";"Vento Moderado";"Encrespado";"2020-03-14 12:00:00";"P(Encrespado|<Canal da Barra, Noroeste, Vento Moderado>) = 0,01199/0,02680 = 0,44743P(Muito Mexido|<Canal da Barra, Noroeste, Vento Moderado>) = 0,00036/0,02680 = 0,01357P(Mexido|<Canal da Barra, Noroeste, Vento Moderado>) = 0,00671/0,02680 = 0,25041P(Liso|<Canal da Barra, Noroeste, Vento Moderado>) = 0,00773/0,02680 = 0,28859";0.2885877130653701;0.4474272865984212;0.25041378625245175;0.013571214083757038
28;"Norte";"Canal da Barra";"Vento Moderado";"Mexido";"2020-03-14 15:00:00";"P(Encrespado|<Canal da Barra, Noroeste, Vento Moderado>) = 0,01199/0,02680 = 0,44743P(Muito Mexido|<Canal da Barra, Noroeste, Vento Moderado>) = 0,00036/0,02680 = 0,01357P(Mexido|<Canal da Barra, Noroeste, Vento Moderado>) = 0,00671/0,02680 = 0,25041P(Liso|<Canal da Barra, Noroeste, Vento Moderado>) = 0,00773/0,02680 = 0,28859";0.2885877130653701;0.4474272865984212;0.25041378625245175;0.013571214083757038
29;"Noroeste";"Canal da Barra";"Vento Muito Fresco";"Mexido";"2020-03-15 10:00:00";"P(Encrespado|<Canal da Barra, Norte, Vento Moderado>) = 0,00924/0,02012 = 0,45931P(Muito Mexido|<Canal da Barra, Norte, Vento Moderado>) = 0,00024/0,02012 = 0,01205P(Mexido|<Canal da Barra, Norte, Vento Moderado>) = 0,00793/0,02012 = 0,39412P(Liso|<Canal da Barra, Norte, Vento Moderado>) = 0,00271/0,02012 = 0,13451";0.134514891427459;0.4593116250535176;0.3941244579245275;0.012049025594495881
30;"Sudoeste";"Canal da Barra";"Vento Moderado";"Liso";"2020-03-16 06:00:00";"P(Encrespado|<Canal da Barra, Noroeste, Vento Muito Fresco>) = 0,00635/0,02447 = 0,25942P(Muito Mexido|<Canal da Barra, Noroeste, Vento Muito Fresco>) = 0,00109/0,02447 = 0,04459P(Mexido|<Canal da Barra, Noroeste, Vento Muito Fresco>) = 0,01316/0,02447 = 0,53796P(Liso|<Canal da Barra, Noroeste, Vento Muito Fresco>) = 0,00387/0,02447 = 0,15803";0.15803031948335483;0.25942309212602593;0.5379570954842321;0.044589492906387036
31;"Sudoeste";"Canal da Barra";"Vento Moderado";"Liso";"2020-03-16 10:00:00";"P(Encrespado|<Canal da Barra, Sudoeste, Vento Moderado>) = 0,00575/0,03003 = 0,19136P(Muito Mexido|<Canal da Barra, Sudoeste, Vento Moderado>) = 0,00000/0,03003 = 0,00000P(Mexido|<Canal da Barra, Sudoeste, Vento Moderado>) = 0,00224/0,03003 = 0,07451P(Liso|<Canal da Barra, Sudoeste, Vento Moderado>) = 0,02204/0,03003 = 0,73413";0.7341307940855013;0.1913638103211401;0.07450539559335859;0.0
32;"Sudoeste";"Canal da Barra";"Vento Fraco";"Liso";"2020-03-16 11:00:00";"P(Encrespado|<Canal da Barra, Sudoeste, Vento Moderado>) = 0,00575/0,03003 = 0,19136P(Muito Mexido|<Canal da Barra, Sudoeste, Vento Moderado>) = 0,00000/0,03003 = 0,00000P(Mexido|<Canal da Barra, Sudoeste, Vento Moderado>) = 0,00224/0,03003 = 0,07451P(Liso|<Canal da Barra, Sudoeste, Vento Moderado>) = 0,02204/0,03003 = 0,73413";0.7341307940855013;0.1913638103211401;0.07450539559335859;0.0
33;"Sudoeste";"Canal da Barra";"Aragem";"Liso";"2020-03-16 13:00:00";"P(Encrespado|<Canal da Barra, Sudoeste, Vento Fraco>) = 0,00194/0,01238 = 0,15700P(Muito Mexido|<Canal da Barra, Sudoeste, Vento Fraco>) = 0,00000/0,01238 = 0,00000P(Mexido|<Canal da Barra, Sudoeste, Vento Fraco>) = 0,00052/0,01238 = 0,04170P(Liso|<Canal da Barra, Sudoeste, Vento Fraco>) = 0,00992/0,01238 = 0,80130";0.8013004160879216;0.15699584045233747;0.041703743459740955;0.0
34;"Sul";"Canal da Barra";"Vento Fresco";"Liso";"2020-03-17 06:00:00";"P(Encrespado|<Canal da Barra, Sudoeste, Aragem>) = 0,00076/0,00534 = 0,14238P(Muito Mexido|<Canal da Barra, Sudoeste, Aragem>) = 0,00000/0,00534 = 0,00000P(Mexido|<Canal da Barra, Sudoeste, Aragem>) = 0,00017/0,00534 = 0,03222P(Liso|<Canal da Barra, Sudoeste, Aragem>) = 0,00441/0,00534 = 0,82540";0.8253997595051885;0.14238174372596737;0.03221849676884417;0.0
35;"Sul";"Canal da Barra";"Vento Fresco";"Liso";"2020-03-17 08:00:00";"P(Encrespado|<Canal da Barra, Sul, Vento Fresco>) = 0,00558/0,01485 = 0,37584P(Muito Mexido|<Canal da Barra, Sul, Vento Fresco>) = 0,00000/0,01485 = 0,00000P(Mexido|<Canal da Barra, Sul, Vento Fresco>) = 0,00088/0,01485 = 0,05900P(Liso|<Canal da Barra, Sul, Vento Fresco>) = 0,00839/0,01485 = 0,56516";0.565164373534881;0.3758350612529367;0.059000565212182284;0.0
36;"Sudeste";"Canal da Barra";"Vento Fresco";"Liso";"2020-03-17 12:00:00";"P(Encrespado|<Canal da Barra, Sul, Vento Fresco>) = 0,00558/0,01485 = 0,37584P(Muito Mexido|<Canal da Barra, Sul, Vento Fresco>) = 0,00000/0,01485 = 0,00000P(Mexido|<Canal da Barra, Sul, Vento Fresco>) = 0,00088/0,01485 = 0,05900P(Liso|<Canal da Barra, Sul, Vento Fresco>) = 0,00839/0,01485 = 0,56516";0.565164373534881;0.3758350612529367;0.059000565212182284;0.0
37;"Sudoeste";"Canal da Barra";"Vento Moderado";"Liso";"2020-03-21 06:00:00";"P(Encrespado|<Canal da Barra, Sudeste, Vento Fresco>) = 0,00198/0,00575 = 0,34441P(Muito Mexido|<Canal da Barra, Sudeste, Vento Fresco>) = 0,00000/0,00575 = 0,00000P(Mexido|<Canal da Barra, Sudeste, Vento Fresco>) = 0,00197/0,00575 = 0,34283P(Liso|<Canal da Barra, Sudeste, Vento Fresco>) = 0,00180/0,00575 = 0,31276";0.3127602964432105;0.34440694751812123;0.34283275603866825;0.0
38;"Sudoeste";"Canal da Barra";"Vento Moderado";"Liso";"2020-03-21 10:00:00";"P(Encrespado|<Canal da Barra, Sudoeste, Vento Moderado>) = 0,00575/0,03003 = 0,19136P(Muito Mexido|<Canal da Barra, Sudoeste, Vento Moderado>) = 0,00000/0,03003 = 0,00000P(Mexido|<Canal da Barra, Sudoeste, Vento Moderado>) = 0,00224/0,03003 = 0,07451P(Liso|<Canal da Barra, Sudoeste, Vento Moderado>) = 0,02204/0,03003 = 0,73413";0.7341307940855013;0.1913638103211401;0.07450539559335859;0.0
39;"Leste";"Canal da Barra";"Calmaria";"Encrespado";"2020-03-22 07:00:00";"P(Encrespado|<Canal da Barra, Sudoeste, Vento Moderado>) = 0,00575/0,03003 = 0,19136P(Muito Mexido|<Canal da Barra, Sudoeste, Vento Moderado>) = 0,00000/0,03003 = 0,00000P(Mexido|<Canal da Barra, Sudoeste, Vento Moderado>) = 0,00224/0,03003 = 0,07451P(Liso|<Canal da Barra, Sudoeste, Vento Moderado>) = 0,02204/0,03003 = 0,73413";0.7341307940855013;0.1913638103211401;0.07450539559335859;0.0
40;"Sudeste";"Canal da Barra";"Bafagem";"Liso";"2020-03-22 08:00:00";"P(Encrespado|<Canal da Barra, Leste, Calmaria>) = 0,00003/0,00010 = 0,24953P(Muito Mexido|<Canal da Barra, Leste, Calmaria>) = 0,00000/0,00010 = 0,00000P(Mexido|<Canal da Barra, Leste, Calmaria>) = 0,00000/0,00010 = 0,00000P(Liso|<Canal da Barra, Leste, Calmaria>) = 0,00008/0,00010 = 0,75047";0.7504686680318816;0.24953133196811836;0.0;0.0
41;"Leste";"Canal da Barra";"Bafagem";"Encrespado";"2020-03-22 11:00:00";"P(Encrespado|<Canal da Barra, Sudeste, Bafagem>) = 0,00008/0,00025 = 0,31715P(Muito Mexido|<Canal da Barra, Sudeste, Bafagem>) = 0,00000/0,00025 = 0,00000P(Mexido|<Canal da Barra, Sudeste, Bafagem>) = 0,00000/0,00025 = 0,00000P(Liso|<Canal da Barra, Sudeste, Bafagem>) = 0,00017/0,00025 = 0,68285";0.6828523734723043;0.31714762652769574;0.0;0.0
42;"Nordeste";"Canal da Barra";"Vento Fraco";"Encrespado";"2020-03-23 06:00:00";"P(Encrespado|<Canal da Barra, Leste, Bafagem>) = 0,00005/0,00017 = 0,30716P(Muito Mexido|<Canal da Barra, Leste, Bafagem>) = 0,00000/0,00017 = 0,00000P(Mexido|<Canal da Barra, Leste, Bafagem>) = 0,00000/0,00017 = 0,00000P(Liso|<Canal da Barra, Leste, Bafagem>) = 0,00012/0,00017 = 0,69284";0.6928402203563471;0.307159779643653;0.0;0.0
43;"Nordeste";"Canal da Barra";"Vento Moderado";"Encrespado";"2020-03-24 06:00:00";"P(Encrespado|<Canal da Barra, Nordeste, Vento Fraco>) = 0,00161/0,00270 = 0,59364P(Muito Mexido|<Canal da Barra, Nordeste, Vento Fraco>) = 0,00000/0,00270 = 0,00000P(Mexido|<Canal da Barra, Nordeste, Vento Fraco>) = 0,00075/0,00270 = 0,27766P(Liso|<Canal da Barra, Nordeste, Vento Fraco>) = 0,00035/0,00270 = 0,12870";0.12869529043563369;0.5936439649812731;0.27766074458309314;0.0
44;"Leste";"Canal da Barra";"Vento Moderado";"Mexido";"2020-03-24 10:00:00";"P(Encrespado|<Canal da Barra, Nordeste, Vento Moderado>) = 0,00475/0,00877 = 0,54098P(Muito Mexido|<Canal da Barra, Nordeste, Vento Moderado>) = 0,00000/0,00877 = 0,00000P(Mexido|<Canal da Barra, Nordeste, Vento Moderado>) = 0,00325/0,00877 = 0,37086P(Liso|<Canal da Barra, Nordeste, Vento Moderado>) = 0,00077/0,00877 = 0,08815";0.08815118317521521;0.5409848948176514;0.3708639220071335;0.0
45;"Leste";"Canal da Barra";"Vento Moderado";"Encrespado";"2020-03-24 12:00:00";"P(Encrespado|<Canal da Barra, Leste, Vento Moderado>) = 0,00175/0,00500 = 0,34948P(Muito Mexido|<Canal da Barra, Leste, Vento Moderado>) = 0,00012/0,00500 = 0,02423P(Mexido|<Canal da Barra, Leste, Vento Moderado>) = 0,00081/0,00500 = 0,16257P(Liso|<Canal da Barra, Leste, Vento Moderado>) = 0,00232/0,00500 = 0,46371";0.4637112974522709;0.3494844479146615;0.16257466647794827;0.02422958815511936
46;"Nordeste";"Canal da Barra";"Vento Fresco";"Encrespado";"2020-03-25 06:00:00";"P(Encrespado|<Canal da Barra, Leste, Vento Moderado>) = 0,00175/0,00500 = 0,34948P(Muito Mexido|<Canal da Barra, Leste, Vento Moderado>) = 0,00012/0,00500 = 0,02423P(Mexido|<Canal da Barra, Leste, Vento Moderado>) = 0,00081/0,00500 = 0,16257P(Liso|<Canal da Barra, Leste, Vento Moderado>) = 0,00232/0,00500 = 0,46371";0.4637112974522709;0.3494844479146615;0.16257466647794827;0.02422958815511936
47;"Sudeste";"Canal da Barra";"Vento Moderado";"Mexido";"2020-03-25 10:00:00";"P(Encrespado|<Canal da Barra, Nordeste, Vento Fresco>) = 0,00342/0,00732 = 0,46699P(Muito Mexido|<Canal da Barra, Nordeste, Vento Fresco>) = 0,00000/0,00732 = 0,00000P(Mexido|<Canal da Barra, Nordeste, Vento Fresco>) = 0,00350/0,00732 = 0,47845P(Liso|<Canal da Barra, Nordeste, Vento Fresco>) = 0,00040/0,00732 = 0,05456";0.05456006193039602;0.46699106552520936;0.47844887254439455;0.0
48;"Nordeste";"Canal da Barra";"Vento Fresco";"Mexido";"2020-03-25 17:00:00";"P(Encrespado|<Canal da Barra, Sudeste, Vento Moderado>) = 0,00275/0,00806 = 0,34100P(Muito Mexido|<Canal da Barra, Sudeste, Vento Moderado>) = 0,00000/0,00806 = 0,00000P(Mexido|<Canal da Barra, Sudeste, Vento Moderado>) = 0,00183/0,00806 = 0,22712P(Liso|<Canal da Barra, Sudeste, Vento Moderado>) = 0,00348/0,00806 = 0,43188";0.43188167756596285;0.34099526092791727;0.22712306150611997;0.0
49;"Norte";"Canal da Barra";"Vento Moderado";"Encrespado";"2020-03-26 06:00:00";"P(Encrespado|<Canal da Barra, Nordeste, Vento Fresco>) = 0,00342/0,00732 = 0,46699P(Muito Mexido|<Canal da Barra, Nordeste, Vento Fresco>) = 0,00000/0,00732 = 0,00000P(Mexido|<Canal da Barra, Nordeste, Vento Fresco>) = 0,00350/0,00732 = 0,47845P(Liso|<Canal da Barra, Nordeste, Vento Fresco>) = 0,00040/0,00732 = 0,05456";0.05456006193039602;0.46699106552520936;0.47844887254439455;0.0
50;"Norte";"Canal da Barra";"Vento Moderado";"Mexido";"2020-03-26 15:00:00";"P(Encrespado|<Canal da Barra, Norte, Vento Moderado>) = 0,00924/0,02012 = 0,45931P(Muito Mexido|<Canal da Barra, Norte, Vento Moderado>) = 0,00024/0,02012 = 0,01205P(Mexido|<Canal da Barra, Norte, Vento Moderado>) = 0,00793/0,02012 = 0,39412P(Liso|<Canal da Barra, Norte, Vento Moderado>) = 0,00271/0,02012 = 0,13451";0.134514891427459;0.4593116250535176;0.3941244579245275;0.012049025594495881
