idhourforecast,iddayforecast,time,temperature,windspeed,winddirdegree,preciptation,humidity,pressure,cloundover,heatIndex,dewpoint,windchill,windgust,feelslike,sigheight,swellheight,swelldir,period,watertemp
494,334,0,23,26,10,0.8,89,1013,100,25,21,23,46,25,0.8,0.6,110,9.8,26
495,334,100,23,27,126,1,90,1013,100,25,21,23,45,25,0.8,0.6,110,9.8,26
496,334,200,23,27,242,1.3,91,1012,100,25,21,23,44,25,0.8,0.7,110,9.7,26
497,334,300,23,27,357,1.5,91,1011,100,25,21,23,44,25,0.8,0.7,110,9.7,26
498,334,400,23,26,354,1,90,1011,92,25,21,23,44,25,0.8,0.7,110,9.6,26
499,334,500,23,25,351,0.6,88,1011,83,25,20,23,45,25,0.7,0.7,110,9.6,26
500,334,600,23,24,347,0.1,87,1012,75,25,20,23,45,25,0.7,0.7,110,9.5,26
501,334,700,23,23,344,0.1,83,1012,74,26,20,23,45,26,0.7,0.7,77,7.9,26
502,334,800,24,22,342,0.1,80,1012,74,26,20,24,45,26,0.8,0.7,43,6.2,26
503,334,900,25,22,339,0.1,76,1013,73,27,21,25,44,27,0.8,0.7,10,4.6,26
504,334,1000,25,21,339,0.9,77,1012,63,27,21,25,39,27,0.8,0.7,10,4.6,26
505,334,1100,26,21,339,1.8,77,1012,54,28,21,26,32,28,0.7,0.6,10,4.7,26
506,334,1200,26,20,339,2.6,78,1012,78,28,22,26,27,28,0.7,0.6,10,4.7,26
507,334,1300,26,20,227,3.6,78,1011,39,28,22,26,27,28,0.7,0.6,23,5.8,26
508,334,1400,26,21,115,4.7,77,1009,34,29,22,26,27,29,0.6,0.6,37,6.8,26
509,334,1500,26,21,2,5.7,77,1008,87,29,22,26,27,29,0.6,0.6,50,7.9,26
510,334,1600,25,21,10,6.2,83,1008,52,28,22,25,33,28,0.6,0.6,50,7.9,26
511,334,1700,24,22,18,6.8,89,1008,75,27,22,24,38,27,0.6,0.6,50,7.8,26
512,334,1800,24,22,25,7.3,95,1008,97,26,23,24,44,26,0.6,0.6,50,7.8,26
513,334,1900,24,23,23,10,95,1009,92,26,23,24,38,26,0.6,0.6,50,7.8,26
514,334,2000,24,23,21,12.7,94,1009,87,26,23,24,32,26,0.6,0.7,50,7.8,26
515,334,2100,24,23,19,15.4,94,1009,81,26,23,24,26,26,0.6,0.7,50,7.8,26
516,334,2200,24,26,20,13.1,95,1009,88,26,23,24,35,26,0.7,0.7,50,7.8,26
517,334,2300,23,28,21,10.8,95,1009,94,26,23,23,43,26,0.7,0.8,50,7.7,26
3494,459,0,20,8,220,0,76,1018,23,20,15,20,14,20,1.4,0.9,80,8.3,25
3495,459,100,19,8,233,0,78,1018,19,19,15,19,13,19,1.4,0.9,80,8.3,25
3496,459,200,18,6,246,0,80,1018,16,18,15,18,12,18,1.3,0.9,80,8.3,25
3497,459,300,18,6,259,0,81,1017,12,18,15,18,10,18,1.3,0.9,80,8.3,25
3498,459,400,18,6,259,0,81,1017,17,18,14,18,10,18,1.2,0.9,83,8.3,25
3499,459,500,18,6,260,0,81,1017,22,18,14,18,10,18,1,0.8,87,8.2,25
3500,459,600,18,6,260,0,81,1018,27,18,14,18,10,18,0.9,0.8,90,8.2,25
3501,459,700,19,5,256,0,74,1018,24,20,14,19,8,19,0.9,0.8,87,8.2,25
3502,459,800,21,4,252,0,68,1018,21,22,15,21,6,21,0.9,0.8,83,8.3,25
3503,459,900,23,3,248,0,61,1018,18,25,15,23,3,25,0.9,0.8,80,8.3,25
3504,459,1000,24,5,204,0,59,1018,13,26,15,24,6,26,0.9,0.8,80,8.3,25
3505,459,1100,25,7,160,0,58,1017,8,26,16,25,8,26,0.8,0.8,80,8.2,25
3506,459,1200,26,9,116,0,56,1017,3,27,16,26,10,27,0.8,0.8,80,8.2,25
3507,459,1300,26,10,111,0,58,1016,2,27,17,26,12,27,0.8,0.8,80,8.2,25
3508,459,1400,25,12,106,0,60,1016,1,27,17,25,14,27,0.8,0.7,80,8.2,25
3509,459,1500,25,13,100,0,62,1015,0,26,17,25,15,26,0.8,0.7,80,8.2,25
3510,459,1600,24,13,106,0,67,1015,15,26,18,24,15,26,0.8,0.7,80,8.2,25
3511,459,1700,24,12,111,0,72,1014,30,26,18,24,15,26,0.8,0.7,80,8.2,25
3512,459,1800,23,11,117,0,76,1014,45,25,19,23,15,25,0.8,0.7,80,8.2,25
3513,459,1900,23,9,110,0.1,79,1015,50,25,19,23,14,25,0.8,0.7,77,8.2,25
3514,459,2000,22,8,104,0.2,82,1015,54,25,19,22,12,22,0.8,0.7,73,8.1,25
3515,459,2100,21,6,97,0.3,85,1016,59,24,19,21,11,21,0.8,0.7,70,8.1,25
3516,459,2200,21,5,146,0.3,85,1016,62,23,18,21,9,21,0.8,0.7,70,8.1,25
3517,459,2300,21,4,195,0.2,86,1016,66,22,18,21,6,21,0.7,0.7,70,8,25
3518,460,0,20,8,220,0,76,1018,23,20,15,20,14,20,1.4,0.9,80,8.3,25
3519,460,100,19,8,233,0,78,1018,19,19,15,19,13,19,1.4,0.9,80,8.3,25
3520,460,200,18,6,246,0,80,1018,16,18,15,18,12,18,1.3,0.9,80,8.3,25
3521,460,300,18,6,259,0,81,1017,12,18,15,18,10,18,1.3,0.9,80,8.3,25
3522,460,400,18,6,259,0,81,1017,17,18,14,18,10,18,1.2,0.9,83,8.3,25
3523,460,500,18,6,260,0,81,1017,22,18,14,18,10,18,1,0.8,87,8.2,25
3524,460,600,18,6,260,0,81,1018,27,18,14,18,10,18,0.9,0.8,90,8.2,25
3525,460,700,19,5,256,0,74,1018,24,20,14,19,8,19,0.9,0.8,87,8.2,25
3526,460,800,21,4,252,0,68,1018,21,22,15,21,6,21,0.9,0.8,83,8.3,25
3527,460,900,23,3,248,0,61,1018,18,25,15,23,3,25,0.9,0.8,80,8.3,25
3528,460,1000,24,5,204,0,59,1018,13,26,15,24,6,26,0.9,0.8,80,8.3,25
3529,460,1100,25,7,160,0,58,1017,8,26,16,25,8,26,0.8,0.8,80,8.2,25
3530,460,1200,26,9,116,0,56,1017,3,27,16,26,10,27,0.8,0.8,80,8.2,25
3531,460,1300,26,10,111,0,58,1016,2,27,17,26,12,27,0.8,0.8,80,8.2,25
3532,460,1400,25,12,106,0,60,1016,1,27,17,25,14,27,0.8,0.7,80,8.2,25
3533,460,1500,25,13,100,0,62,1015,0,26,17,25,15,26,0.8,0.7,80,8.2,25
3534,460,1600,24,13,106,0,67,1015,15,26,18,24,15,26,0.8,0.7,80,8.2,25
3535,460,1700,24,12,111,0,72,1014,30,26,18,24,15,26,0.8,0.7,80,8.2,25
3536,460,1800,23,11,117,0,76,1014,45,25,19,23,15,25,0.8,0.7,80,8.2,25
3537,460,1900,23,9,110,0.1,79,1015,50,25,19,23,14,25,0.8,0.7,77,8.2,25
3538,460,2000,22,8,104,0.2,82,1015,54,25,19,22,12,22,0.8,0.7,73,8.1,25
3539,460,2100,21,6,97,0.3,85,1016,59,24,19,21,11,21,0.8,0.7,70,8.1,25
3540,460,2200,21,5,146,0.3,85,1016,62,23,18,21,9,21,0.8,0.7,70,8.1,25
3541,460,2300,21,4,195,0.2,86,1016,66,22,18,21,6,21,0.7,0.7,70,8,25
3542,461,0,20,8,220,0,76,1018,23,20,15,20,14,20,1.4,0.9,80,8.3,25
3543,461,100,19,8,233,0,78,1018,19,19,15,19,13,19,1.4,0.9,80,8.3,25
3544,461,200,18,6,246,0,80,1018,16,18,15,18,12,18,1.3,0.9,80,8.3,25
3545,461,300,18,6,259,0,81,1017,12,18,15,18,10,18,1.3,0.9,80,8.3,25
3546,461,400,18,6,259,0,81,1017,17,18,14,18,10,18,1.2,0.9,83,8.3,25
3547,461,500,18,6,260,0,81,1017,22,18,14,18,10,18,1,0.8,87,8.2,25
3548,461,600,18,6,260,0,81,1018,27,18,14,18,10,18,0.9,0.8,90,8.2,25
3549,461,700,19,5,256,0,74,1018,24,20,14,19,8,19,0.9,0.8,87,8.2,25
3550,461,800,21,4,252,0,68,1018,21,22,15,21,6,21,0.9,0.8,83,8.3,25
3551,461,900,23,3,248,0,61,1018,18,25,15,23,3,25,0.9,0.8,80,8.3,25
3552,461,1000,24,5,204,0,59,1018,13,26,15,24,6,26,0.9,0.8,80,8.3,25
3553,461,1100,25,7,160,0,58,1017,8,26,16,25,8,26,0.8,0.8,80,8.2,25
3554,461,1200,26,9,116,0,56,1017,3,27,16,26,10,27,0.8,0.8,80,8.2,25
3555,461,1300,26,10,111,0,58,1016,2,27,17,26,12,27,0.8,0.8,80,8.2,25
3556,461,1400,25,12,106,0,60,1016,1,27,17,25,14,27,0.8,0.7,80,8.2,25
3557,461,1500,25,13,100,0,62,1015,0,26,17,25,15,26,0.8,0.7,80,8.2,25
3558,461,1600,24,13,106,0,67,1015,15,26,18,24,15,26,0.8,0.7,80,8.2,25
3559,461,1700,24,12,111,0,72,1014,30,26,18,24,15,26,0.8,0.7,80,8.2,25
3560,461,1800,23,11,117,0,76,1014,45,25,19,23,15,25,0.8,0.7,80,8.2,25
3561,461,1900,23,9,110,0.1,79,1015,50,25,19,23,14,25,0.8,0.7,77,8.2,25
3562,461,2000,22,8,104,0.2,82,1015,54,25,19,22,12,22,0.8,0.7,73,8.1,25
3563,461,2100,21,6,97,0.3,85,1016,59,24,19,21,11,21,0.8,0.7,70,8.1,25
3564,461,2200,21,5,146,0.3,85,1016,62,23,18,21,9,21,0.8,0.7,70,8.1,25
3565,461,2300,21,4,195,0.2,86,1016,66,22,18,21,6,21,0.7,0.7,70,8,25
3566,462,0,20,8,220,0,76,1018,23,20,15,20,14,20,1.4,0.9,80,8.3,25
3567,462,100,19,8,233,0,78,1018,19,19,15,19,13,19,1.4,0.9,80,8.3,25
3568,462,200,18,6,246,0,80,1018,16,18,15,18,12,18,1.3,0.9,80,8.3,25
3569,462,300,18,6,259,0,81,1017,12,18,15,18,10,18,1.3,0.9,80,8.3,25
3570,462,400,18,6,259,0,81,1017,17,18,14,18,10,18,1.2,0.9,83,8.3,25
3571,462,500,18,6,260,0,81,1017,22,18,14,18,10,18,1,0.8,87,8.2,25
3572,462,600,18,6,260,0,81,1018,27,18,14,18,10,18,0.9,0.8,90,8.2,25
3573,462,700,19,5,256,0,74,1018,24,20,14,19,8,19,0.9,0.8,87,8.2,25
3574,462,800,21,4,252,0,68,1018,21,22,15,21,6,21,0.9,0.8,83,8.3,25
3575,462,900,23,3,248,0,61,1018,18,25,15,23,3,25,0.9,0.8,80,8.3,25
3576,462,1000,24,5,204,0,59,1018,13,26,15,24,6,26,0.9,0.8,80,8.3,25
3577,462,1100,25,7,160,0,58,1017,8,26,16,25,8,26,0.8,0.8,80,8.2,25
3578,462,1200,26,9,116,0,56,1017,3,27,16,26,10,27,0.8,0.8,80,8.2,25
3579,462,1300,26,10,111,0,58,1016,2,27,17,26,12,27,0.8,0.8,80,8.2,25
3580,462,1400,25,12,106,0,60,1016,1,27,17,25,14,27,0.8,0.7,80,8.2,25
3581,462,1500,25,13,100,0,62,1015,0,26,17,25,15,26,0.8,0.7,80,8.2,25
3582,462,1600,24,13,106,0,67,1015,15,26,18,24,15,26,0.8,0.7,80,8.2,25
3583,462,1700,24,12,111,0,72,1014,30,26,18,24,15,26,0.8,0.7,80,8.2,25
3584,462,1800,23,11,117,0,76,1014,45,25,19,23,15,25,0.8,0.7,80,8.2,25
3585,462,1900,23,9,110,0.1,79,1015,50,25,19,23,14,25,0.8,0.7,77,8.2,25
3586,462,2000,22,8,104,0.2,82,1015,54,25,19,22,12,22,0.8,0.7,73,8.1,25
3587,462,2100,21,6,97,0.3,85,1016,59,24,19,21,11,21,0.8,0.7,70,8.1,25
3588,462,2200,21,5,146,0.3,85,1016,62,23,18,21,9,21,0.8,0.7,70,8.1,25
3589,462,2300,21,4,195,0.2,86,1016,66,22,18,21,6,21,0.7,0.7,70,8,25
3590,463,0,20,8,220,0,76,1018,23,20,15,20,14,20,1.4,0.9,80,8.3,25
3591,463,100,19,8,233,0,78,1018,19,19,15,19,13,19,1.4,0.9,80,8.3,25
3592,463,200,18,6,246,0,80,1018,16,18,15,18,12,18,1.3,0.9,80,8.3,25
3593,463,300,18,6,259,0,81,1017,12,18,15,18,10,18,1.3,0.9,80,8.3,25
3594,463,400,18,6,259,0,81,1017,17,18,14,18,10,18,1.2,0.9,83,8.3,25
3595,463,500,18,6,260,0,81,1017,22,18,14,18,10,18,1,0.8,87,8.2,25
3596,463,600,18,6,260,0,81,1018,27,18,14,18,10,18,0.9,0.8,90,8.2,25
3597,463,700,19,5,256,0,74,1018,24,20,14,19,8,19,0.9,0.8,87,8.2,25
3598,463,800,21,4,252,0,68,1018,21,22,15,21,6,21,0.9,0.8,83,8.3,25
3599,463,900,23,3,248,0,61,1018,18,25,15,23,3,25,0.9,0.8,80,8.3,25
3600,463,1000,24,5,204,0,59,1018,13,26,15,24,6,26,0.9,0.8,80,8.3,25
3601,463,1100,25,7,160,0,58,1017,8,26,16,25,8,26,0.8,0.8,80,8.2,25
3602,463,1200,26,9,116,0,56,1017,3,27,16,26,10,27,0.8,0.8,80,8.2,25
3603,463,1300,26,10,111,0,58,1016,2,27,17,26,12,27,0.8,0.8,80,8.2,25
3604,463,1400,25,12,106,0,60,1016,1,27,17,25,14,27,0.8,0.7,80,8.2,25
3605,463,1500,25,13,100,0,62,1015,0,26,17,25,15,26,0.8,0.7,80,8.2,25
3606,463,1600,24,13,106,0,67,1015,15,26,18,24,15,26,0.8,0.7,80,8.2,25
3607,463,1700,24,12,111,0,72,1014,30,26,18,24,15,26,0.8,0.7,80,8.2,25
3608,463,1800,23,11,117,0,76,1014,45,25,19,23,15,25,0.8,0.7,80,8.2,25
3609,463,1900,23,9,110,0.1,79,1015,50,25,19,23,14,25,0.8,0.7,77,8.2,25
3610,463,2000,22,8,104,0.2,82,1015,54,25,19,22,12,22,0.8,0.7,73,8.1,25
3611,463,2100,21,6,97,0.3,85,1016,59,24,19,21,11,21,0.8,0.7,70,8.1,25
3612,463,2200,21,5,146,0.3,85,1016,62,23,18,21,9,21,0.8,0.7,70,8.1,25
3613,463,2300,21,4,195,0.2,86,1016,66,22,18,21,6,21,0.7,0.7,70,8,25
3614,464,0,20,8,220,0,76,1018,23,20,15,20,14,20,1.4,0.9,80,8.3,25
3615,464,100,19,8,233,0,78,1018,19,19,15,19,13,19,1.4,0.9,80,8.3,25
3616,464,200,18,6,246,0,80,1018,16,18,15,18,12,18,1.3,0.9,80,8.3,25
3617,464,300,18,6,259,0,81,1017,12,18,15,18,10,18,1.3,0.9,80,8.3,25
3618,464,400,18,6,259,0,81,1017,17,18,14,18,10,18,1.2,0.9,83,8.3,25
3619,464,500,18,6,260,0,81,1017,22,18,14,18,10,18,1,0.8,87,8.2,25
3620,464,600,18,6,260,0,81,1018,27,18,14,18,10,18,0.9,0.8,90,8.2,25
3621,464,700,19,5,256,0,74,1018,24,20,14,19,8,19,0.9,0.8,87,8.2,25
3622,464,800,21,4,252,0,68,1018,21,22,15,21,6,21,0.9,0.8,83,8.3,25
3623,464,900,23,3,248,0,61,1018,18,25,15,23,3,25,0.9,0.8,80,8.3,25
3624,464,1000,24,5,204,0,59,1018,13,26,15,24,6,26,0.9,0.8,80,8.3,25
3625,464,1100,25,7,160,0,58,1017,8,26,16,25,8,26,0.8,0.8,80,8.2,25
3626,464,1200,26,9,116,0,56,1017,3,27,16,26,10,27,0.8,0.8,80,8.2,25
3627,464,1300,26,10,111,0,58,1016,2,27,17,26,12,27,0.8,0.8,80,8.2,25
3628,464,1400,25,12,106,0,60,1016,1,27,17,25,14,27,0.8,0.7,80,8.2,25
3629,464,1500,25,13,100,0,62,1015,0,26,17,25,15,26,0.8,0.7,80,8.2,25
3630,464,1600,24,13,106,0,67,1015,15,26,18,24,15,26,0.8,0.7,80,8.2,25
3631,464,1700,24,12,111,0,72,1014,30,26,18,24,15,26,0.8,0.7,80,8.2,25
3632,464,1800,23,11,117,0,76,1014,45,25,19,23,15,25,0.8,0.7,80,8.2,25
3633,464,1900,23,9,110,0.1,79,1015,50,25,19,23,14,25,0.8,0.7,77,8.2,25
3634,464,2000,22,8,104,0.2,82,1015,54,25,19,22,12,22,0.8,0.7,73,8.1,25
3635,464,2100,21,6,97,0.3,85,1016,59,24,19,21,11,21,0.8,0.7,70,8.1,25
3636,464,2200,21,5,146,0.3,85,1016,62,23,18,21,9,21,0.8,0.7,70,8.1,25
3637,464,2300,21,4,195,0.2,86,1016,66,22,18,21,6,21,0.7,0.7,70,8,25
3638,465,0,20,8,220,0,76,1018,23,20,15,20,14,20,1.4,0.9,80,8.3,25
3639,465,100,19,8,233,0,78,1018,19,19,15,19,13,19,1.4,0.9,80,8.3,25
3640,465,200,18,6,246,0,80,1018,16,18,15,18,12,18,1.3,0.9,80,8.3,25
3641,465,300,18,6,259,0,81,1017,12,18,15,18,10,18,1.3,0.9,80,8.3,25
3642,465,400,18,6,259,0,81,1017,17,18,14,18,10,18,1.2,0.9,83,8.3,25
3643,465,500,18,6,260,0,81,1017,22,18,14,18,10,18,1,0.8,87,8.2,25
3644,465,600,18,6,260,0,81,1018,27,18,14,18,10,18,0.9,0.8,90,8.2,25
3645,465,700,19,5,256,0,74,1018,24,20,14,19,8,19,0.9,0.8,87,8.2,25
3646,465,800,21,4,252,0,68,1018,21,22,15,21,6,21,0.9,0.8,83,8.3,25
3647,465,900,23,3,248,0,61,1018,18,25,15,23,3,25,0.9,0.8,80,8.3,25
3648,465,1000,24,5,204,0,59,1018,13,26,15,24,6,26,0.9,0.8,80,8.3,25
3649,465,1100,25,7,160,0,58,1017,8,26,16,25,8,26,0.8,0.8,80,8.2,25
3650,465,1200,26,9,116,0,56,1017,3,27,16,26,10,27,0.8,0.8,80,8.2,25
3651,465,1300,26,10,111,0,58,1016,2,27,17,26,12,27,0.8,0.8,80,8.2,25
3652,465,1400,25,12,106,0,60,1016,1,27,17,25,14,27,0.8,0.7,80,8.2,25
3653,465,1500,25,13,100,0,62,1015,0,26,17,25,15,26,0.8,0.7,80,8.2,25
3654,465,1600,24,13,106,0,67,1015,15,26,18,24,15,26,0.8,0.7,80,8.2,25
3655,465,1700,24,12,111,0,72,1014,30,26,18,24,15,26,0.8,0.7,80,8.2,25
3656,465,1800,23,11,117,0,76,1014,45,25,19,23,15,25,0.8,0.7,80,8.2,25
3657,465,1900,23,9,110,0.1,79,1015,50,25,19,23,14,25,0.8,0.7,77,8.2,25
3658,465,2000,22,8,104,0.2,82,1015,54,25,19,22,12,22,0.8,0.7,73,8.1,25
3659,465,2100,21,6,97,0.3,85,1016,59,24,19,21,11,21,0.8,0.7,70,8.1,25
3660,465,2200,21,5,146,0.3,85,1016,62,23,18,21,9,21,0.8,0.7,70,8.1,25
3661,465,2300,21,4,195,0.2,86,1016,66,22,18,21,6,21,0.7,0.7,70,8,25
3662,466,0,21,3,244,0.2,86,1016,69,21,18,21,4,21,0.7,0.7,70,8,25
3663,466,100,20,3,247,0.3,88,1015,68,20,18,20,6,20,0.7,0.7,70,8,25
3664,466,200,20,4,251,0.5,89,1015,67,20,18,20,7,20,0.7,0.7,70,7.9,25
3665,466,300,20,5,254,0.6,91,1014,66,20,18,20,8,20,0.7,0.7,70,7.9,25
3666,466,400,20,4,256,0.4,90,1014,67,20,18,20,8,20,0.7,0.7,73,7.9,25
3667,466,500,20,4,259,0.3,90,1014,67,20,18,20,7,20,0.7,0.7,77,7.8,25
3668,466,600,20,4,261,0.1,90,1014,67,20,18,20,7,20,0.7,0.7,80,7.8,25
3669,466,700,21,4,269,0.1,86,1015,63,21,18,21,6,21,0.7,0.7,80,7.8,25
3670,466,800,22,4,276,0.2,82,1015,58,23,18,22,5,22,0.7,0.7,80,7.7,25
3671,466,900,23,4,284,0.2,78,1015,53,25,19,23,4,25,0.7,0.7,80,7.7,25
3672,466,1000,24,6,209,0.2,72,1015,42,26,18,24,7,26,0.7,0.7,80,7.7,25
3673,466,1100,25,8,135,0.2,67,1015,31,26,18,25,9,26,0.8,0.8,80,7.7,25
3674,466,1200,26,10,60,0.2,61,1015,70,27,18,26,12,27,0.8,0.8,80,7.7,25
3675,466,1300,26,12,61,0.2,62,1014,15,27,18,26,14,27,0.8,0.8,77,7.7,25
3676,466,1400,25,14,62,0.2,62,1014,11,27,18,25,16,27,0.8,0.8,73,7.8,25
3677,466,1500,25,16,63,0.2,63,1013,80,27,18,25,18,27,0.8,0.8,70,7.8,25
3678,466,1600,25,14,59,0.1,67,1013,8,26,18,25,17,26,0.8,0.8,70,7.8,25
3679,466,1700,24,11,55,0.1,70,1013,9,26,18,24,15,26,0.8,0.8,70,7.8,25
3680,466,1800,24,9,52,0,74,1012,11,26,19,24,13,26,0.8,0.8,70,7.8,25
3681,466,1900,23,9,39,0,77,1013,28,25,19,23,13,25,0.8,0.8,70,7.9,25
3682,466,2000,22,8,27,0,80,1014,45,25,19,22,13,25,0.8,0.8,70,7.9,25
3683,466,2100,22,8,14,0,83,1014,63,24,19,22,14,22,0.8,0.8,70,8,25
3684,466,2200,21,7,118,0,85,1015,64,23,19,21,12,21,0.8,0.8,70,8.1,25
3685,466,2300,21,6,223,0.1,86,1015,66,22,19,21,10,21,0.8,0.8,70,8.1,25
3686,467,0,21,3,244,0.2,86,1016,69,21,18,21,4,21,0.7,0.7,70,8,25
3687,467,100,20,3,247,0.3,88,1015,68,20,18,20,6,20,0.7,0.7,70,8,25
3688,467,200,20,4,251,0.5,89,1015,67,20,18,20,7,20,0.7,0.7,70,7.9,25
3689,467,300,20,5,254,0.6,91,1014,66,20,18,20,8,20,0.7,0.7,70,7.9,25
3690,467,400,20,4,256,0.4,90,1014,67,20,18,20,8,20,0.7,0.7,73,7.9,25
3691,467,500,20,4,259,0.3,90,1014,67,20,18,20,7,20,0.7,0.7,77,7.8,25
3692,467,600,20,4,261,0.1,90,1014,67,20,18,20,7,20,0.7,0.7,80,7.8,25
3693,467,700,21,4,269,0.1,86,1015,63,21,18,21,6,21,0.7,0.7,80,7.8,25
3694,467,800,22,4,276,0.2,82,1015,58,23,18,22,5,22,0.7,0.7,80,7.7,25
3695,467,900,23,4,284,0.2,78,1015,53,25,19,23,4,25,0.7,0.7,80,7.7,25
3696,467,1000,24,6,209,0.2,72,1015,42,26,18,24,7,26,0.7,0.7,80,7.7,25
3697,467,1100,25,8,135,0.2,67,1015,31,26,18,25,9,26,0.8,0.8,80,7.7,25
3698,467,1200,26,10,60,0.2,61,1015,70,27,18,26,12,27,0.8,0.8,80,7.7,25
3699,467,1300,26,12,61,0.2,62,1014,15,27,18,26,14,27,0.8,0.8,77,7.7,25
3700,467,1400,25,14,62,0.2,62,1014,11,27,18,25,16,27,0.8,0.8,73,7.8,25
3701,467,1500,25,16,63,0.2,63,1013,80,27,18,25,18,27,0.8,0.8,70,7.8,25
3702,467,1600,25,14,59,0.1,67,1013,8,26,18,25,17,26,0.8,0.8,70,7.8,25
3703,467,1700,24,11,55,0.1,70,1013,9,26,18,24,15,26,0.8,0.8,70,7.8,25
3704,467,1800,24,9,52,0,74,1012,11,26,19,24,13,26,0.8,0.8,70,7.8,25
3705,467,1900,23,9,39,0,77,1013,28,25,19,23,13,25,0.8,0.8,70,7.9,25
3706,467,2000,22,8,27,0,80,1014,45,25,19,22,13,25,0.8,0.8,70,7.9,25
3707,467,2100,22,8,14,0,83,1014,63,24,19,22,14,22,0.8,0.8,70,8,25
3708,467,2200,21,7,118,0,85,1015,64,23,19,21,12,21,0.8,0.8,70,8.1,25
3709,467,2300,21,6,223,0.1,86,1015,66,22,19,21,10,21,0.8,0.8,70,8.1,25
3710,468,0,21,3,244,0.2,86,1016,69,21,18,21,4,21,0.7,0.7,70,8,25
3711,468,100,20,3,247,0.3,88,1015,68,20,18,20,6,20,0.7,0.7,70,8,25
3712,468,200,20,4,251,0.5,89,1015,67,20,18,20,7,20,0.7,0.7,70,7.9,25
3713,468,300,20,5,254,0.6,91,1014,66,20,18,20,8,20,0.7,0.7,70,7.9,25
3714,468,400,20,4,256,0.4,90,1014,67,20,18,20,8,20,0.7,0.7,73,7.9,25
3715,468,500,20,4,259,0.3,90,1014,67,20,18,20,7,20,0.7,0.7,77,7.8,25
3716,468,600,20,4,261,0.1,90,1014,67,20,18,20,7,20,0.7,0.7,80,7.8,25
3717,468,700,21,4,269,0.1,86,1015,63,21,18,21,6,21,0.7,0.7,80,7.8,25
3718,468,800,22,4,276,0.2,82,1015,58,23,18,22,5,22,0.7,0.7,80,7.7,25
3719,468,900,23,4,284,0.2,78,1015,53,25,19,23,4,25,0.7,0.7,80,7.7,25
3720,468,1000,24,6,209,0.2,72,1015,42,26,18,24,7,26,0.7,0.7,80,7.7,25
3721,468,1100,25,8,135,0.2,67,1015,31,26,18,25,9,26,0.8,0.8,80,7.7,25
3722,468,1200,26,10,60,0.2,61,1015,70,27,18,26,12,27,0.8,0.8,80,7.7,25
3723,468,1300,26,12,61,0.2,62,1014,15,27,18,26,14,27,0.8,0.8,77,7.7,25
3724,468,1400,25,14,62,0.2,62,1014,11,27,18,25,16,27,0.8,0.8,73,7.8,25
3725,468,1500,25,16,63,0.2,63,1013,80,27,18,25,18,27,0.8,0.8,70,7.8,25
3726,468,1600,25,14,59,0.1,67,1013,8,26,18,25,17,26,0.8,0.8,70,7.8,25
3727,468,1700,24,11,55,0.1,70,1013,9,26,18,24,15,26,0.8,0.8,70,7.8,25
3728,468,1800,24,9,52,0,74,1012,11,26,19,24,13,26,0.8,0.8,70,7.8,25
3729,468,1900,23,9,39,0,77,1013,28,25,19,23,13,25,0.8,0.8,70,7.9,25
3730,468,2000,22,8,27,0,80,1014,45,25,19,22,13,25,0.8,0.8,70,7.9,25
3731,468,2100,22,8,14,0,83,1014,63,24,19,22,14,22,0.8,0.8,70,8,25
3732,468,2200,21,7,118,0,85,1015,64,23,19,21,12,21,0.8,0.8,70,8.1,25
3733,468,2300,21,6,223,0.1,86,1015,66,22,19,21,10,21,0.8,0.8,70,8.1,25
3734,469,0,21,3,244,0.2,86,1016,69,21,18,21,4,21,0.7,0.7,70,8,25
3735,469,100,20,3,247,0.3,88,1015,68,20,18,20,6,20,0.7,0.7,70,8,25
3736,469,200,20,4,251,0.5,89,1015,67,20,18,20,7,20,0.7,0.7,70,7.9,25
3737,469,300,20,5,254,0.6,91,1014,66,20,18,20,8,20,0.7,0.7,70,7.9,25
3738,469,400,20,4,256,0.4,90,1014,67,20,18,20,8,20,0.7,0.7,73,7.9,25
3739,469,500,20,4,259,0.3,90,1014,67,20,18,20,7,20,0.7,0.7,77,7.8,25
3740,469,600,20,4,261,0.1,90,1014,67,20,18,20,7,20,0.7,0.7,80,7.8,25
3741,469,700,21,4,269,0.1,86,1015,63,21,18,21,6,21,0.7,0.7,80,7.8,25
3742,469,800,22,4,276,0.2,82,1015,58,23,18,22,5,22,0.7,0.7,80,7.7,25
3743,469,900,23,4,284,0.2,78,1015,53,25,19,23,4,25,0.7,0.7,80,7.7,25
3744,469,1000,24,6,209,0.2,72,1015,42,26,18,24,7,26,0.7,0.7,80,7.7,25
3745,469,1100,25,8,135,0.2,67,1015,31,26,18,25,9,26,0.8,0.8,80,7.7,25
3746,469,1200,26,10,60,0.2,61,1015,70,27,18,26,12,27,0.8,0.8,80,7.7,25
3747,469,1300,26,12,61,0.2,62,1014,15,27,18,26,14,27,0.8,0.8,77,7.7,25
3748,469,1400,25,14,62,0.2,62,1014,11,27,18,25,16,27,0.8,0.8,73,7.8,25
3749,469,1500,25,16,63,0.2,63,1013,80,27,18,25,18,27,0.8,0.8,70,7.8,25
3750,469,1600,25,14,59,0.1,67,1013,8,26,18,25,17,26,0.8,0.8,70,7.8,25
3751,469,1700,24,11,55,0.1,70,1013,9,26,18,24,15,26,0.8,0.8,70,7.8,25
