idhourforecast,iddayforecast,time,temperature,windspeed,winddirdegree,preciptation,humidity,pressure,cloundover,heatIndex,dewpoint,windchill,windgust,feelslike,sigheight,swellheight,swelldir,period,watertemp
17175,1029,100,15,20,338,0,87,1021,0,15,12,14,31,14,0.7,0.6,100,11.8,21
17176,1029,200,14,20,333,0,87,1021,0,14,12,14,31,14,0.7,0.6,100,11.8,21
17177,1029,300,14,21,327,0,88,1020,0,14,12,14,31,14,0.7,0.6,100,11.7,21
17178,1029,400,14,21,326,0,88,1020,0,14,12,13,33,13,0.7,0.6,100,11.6,21
17179,1029,500,14,21,324,0,88,1019,0,14,12,13,35,13,0.7,0.6,100,11.4,21
17180,1029,600,13,22,322,0,88,1019,0,13,11,13,36,13,0.7,0.6,100,11.3,21
17181,1029,700,14,22,323,0,84,1019,0,14,12,14,35,14,0.7,0.6,100,11.2,21
17182,1029,800,15,22,324,0,79,1020,0,15,12,15,33,15,0.7,0.6,100,11.2,21
17183,1029,900,16,22,325,0,75,1020,0,16,12,16,32,16,0.7,0.6,100,11.1,21
17184,1029,1000,18,22,326,0,70,1020,0,18,12,18,33,18,0.7,0.6,100,11,21
17185,1029,1100,19,22,327,0,65,1020,0,19,12,19,35,19,0.7,0.6,100,11,21
17186,1029,1200,21,22,328,0,60,1020,0,21,13,21,36,21,0.7,0.6,100,10.9,21
17187,1029,1300,20,21,331,0,64,1019,0,20,13,20,32,20,0.7,0.6,100,10.8,21
17188,1029,1400,20,21,335,0,68,1018,0,20,14,20,28,20,0.7,0.6,100,10.8,21
17189,1029,1500,20,21,339,0,71,1017,0,20,15,20,23,20,0.7,0.6,100,10.7,21
17190,1029,1600,19,22,228,0,75,1017,0,19,15,19,23,19,0.7,0.6,100,10.6,21
17191,1029,1700,19,22,116,0,79,1017,0,19,15,19,23,19,0.7,0.6,100,10.6,21
17192,1029,1800,18,23,5,0,83,1018,0,18,15,18,23,18,0.7,0.6,100,10.5,21
17193,1029,1900,18,23,5,0,85,1018,14,18,15,18,31,18,0.7,0.6,100,10.5,21
17194,1029,2000,17,24,5,0,87,1018,28,17,15,17,39,17,0.8,0.7,100,10.5,21
17195,1029,2100,17,24,6,0,89,1018,42,17,15,17,46,17,0.8,0.7,100,10.5,21
17196,1029,2200,16,24,118,0,90,1018,38,16,15,16,42,16,0.8,0.7,100,10.6,21
17197,1029,2300,16,23,231,0,91,1018,34,16,14,16,37,16,0.7,0.7,100,10.8,21
17198,1030,0,15,20,344,0,86,1021,0,15,13,15,31,15,0.7,0.6,100,11.9,21
17199,1030,100,15,20,338,0,87,1021,0,15,12,14,31,14,0.7,0.6,100,11.8,21
17200,1030,200,14,20,333,0,87,1021,0,14,12,14,31,14,0.7,0.6,100,11.8,21
17201,1030,300,14,21,327,0,88,1020,0,14,12,14,31,14,0.7,0.6,100,11.7,21
17202,1030,400,14,21,326,0,88,1020,0,14,12,13,33,13,0.7,0.6,100,11.6,21
17203,1030,500,14,21,324,0,88,1019,0,14,12,13,35,13,0.7,0.6,100,11.4,21
17204,1030,600,13,22,322,0,88,1019,0,13,11,13,36,13,0.7,0.6,100,11.3,21
17205,1030,700,14,22,323,0,84,1019,0,14,12,14,35,14,0.7,0.6,100,11.2,21
17206,1030,800,15,22,324,0,79,1020,0,15,12,15,33,15,0.7,0.6,100,11.2,21
17207,1030,900,16,22,325,0,75,1020,0,16,12,16,32,16,0.7,0.6,100,11.1,21
17208,1030,1000,18,22,326,0,70,1020,0,18,12,18,33,18,0.7,0.6,100,11,21
17209,1030,1100,19,22,327,0,65,1020,0,19,12,19,35,19,0.7,0.6,100,11,21
17210,1030,1200,21,22,328,0,60,1020,0,21,13,21,36,21,0.7,0.6,100,10.9,21
17211,1030,1300,20,21,331,0,64,1019,0,20,13,20,32,20,0.7,0.6,100,10.8,21
17212,1030,1400,20,21,335,0,68,1018,0,20,14,20,28,20,0.7,0.6,100,10.8,21
17213,1030,1500,20,21,339,0,71,1017,0,20,15,20,23,20,0.7,0.6,100,10.7,21
17214,1030,1600,19,22,228,0,75,1017,0,19,15,19,23,19,0.7,0.6,100,10.6,21
17215,1030,1700,19,22,116,0,79,1017,0,19,15,19,23,19,0.7,0.6,100,10.6,21
17216,1030,1800,18,23,5,0,83,1018,0,18,15,18,23,18,0.7,0.6,100,10.5,21
17217,1030,1900,18,23,5,0,85,1018,14,18,15,18,31,18,0.7,0.6,100,10.5,21
17218,1030,2000,17,24,5,0,87,1018,28,17,15,17,39,17,0.8,0.7,100,10.5,21
17219,1030,2100,17,24,6,0,89,1018,42,17,15,17,46,17,0.8,0.7,100,10.5,21
17220,1030,2200,16,24,118,0,90,1018,38,16,15,16,42,16,0.8,0.7,100,10.6,21
17221,1030,2300,16,23,231,0,91,1018,34,16,14,16,37,16,0.7,0.7,100,10.8,21
17222,1031,0,15,20,344,0,86,1021,0,15,13,15,31,15,0.7,0.6,100,11.9,21
17223,1031,100,15,20,338,0,87,1021,0,15,12,14,31,14,0.7,0.6,100,11.8,21
17224,1031,200,14,20,333,0,87,1021,0,14,12,14,31,14,0.7,0.6,100,11.8,21
17225,1031,300,14,21,327,0,88,1020,0,14,12,14,31,14,0.7,0.6,100,11.7,21
17226,1031,400,14,21,326,0,88,1020,0,14,12,13,33,13,0.7,0.6,100,11.6,21
17227,1031,500,14,21,324,0,88,1019,0,14,12,13,35,13,0.7,0.6,100,11.4,21
17228,1031,600,13,22,322,0,88,1019,0,13,11,13,36,13,0.7,0.6,100,11.3,21
17229,1031,700,14,22,323,0,84,1019,0,14,12,14,35,14,0.7,0.6,100,11.2,21
17230,1031,800,15,22,324,0,79,1020,0,15,12,15,33,15,0.7,0.6,100,11.2,21
17231,1031,900,16,22,325,0,75,1020,0,16,12,16,32,16,0.7,0.6,100,11.1,21
17232,1031,1000,18,22,326,0,70,1020,0,18,12,18,33,18,0.7,0.6,100,11,21
17233,1031,1100,19,22,327,0,65,1020,0,19,12,19,35,19,0.7,0.6,100,11,21
17234,1031,1200,21,22,328,0,60,1020,0,21,13,21,36,21,0.7,0.6,100,10.9,21
17235,1031,1300,20,21,331,0,64,1019,0,20,13,20,32,20,0.7,0.6,100,10.8,21
17236,1031,1400,20,21,335,0,68,1018,0,20,14,20,28,20,0.7,0.6,100,10.8,21
17237,1031,1500,20,21,339,0,71,1017,0,20,15,20,23,20,0.7,0.6,100,10.7,21
17238,1031,1600,19,22,228,0,75,1017,0,19,15,19,23,19,0.7,0.6,100,10.6,21
17239,1031,1700,19,22,116,0,79,1017,0,19,15,19,23,19,0.7,0.6,100,10.6,21
17240,1031,1800,18,23,5,0,83,1018,0,18,15,18,23,18,0.7,0.6,100,10.5,21
17241,1031,1900,18,23,5,0,85,1018,14,18,15,18,31,18,0.7,0.6,100,10.5,21
17242,1031,2000,17,24,5,0,87,1018,28,17,15,17,39,17,0.8,0.7,100,10.5,21
17243,1031,2100,17,24,6,0,89,1018,42,17,15,17,46,17,0.8,0.7,100,10.5,21
17244,1031,2200,16,24,118,0,90,1018,38,16,15,16,42,16,0.8,0.7,100,10.6,21
17245,1031,2300,16,23,231,0,91,1018,34,16,14,16,37,16,0.7,0.7,100,10.8,21
17246,1032,0,15,20,344,0,86,1021,0,15,13,15,31,15,0.7,0.6,100,11.9,21
17247,1032,100,15,20,338,0,87,1021,0,15,12,14,31,14,0.7,0.6,100,11.8,21
17248,1032,200,14,20,333,0,87,1021,0,14,12,14,31,14,0.7,0.6,100,11.8,21
17249,1032,300,14,21,327,0,88,1020,0,14,12,14,31,14,0.7,0.6,100,11.7,21
17250,1032,400,14,21,326,0,88,1020,0,14,12,13,33,13,0.7,0.6,100,11.6,21
17251,1032,500,14,21,324,0,88,1019,0,14,12,13,35,13,0.7,0.6,100,11.4,21
17252,1032,600,13,22,322,0,88,1019,0,13,11,13,36,13,0.7,0.6,100,11.3,21
17253,1032,700,14,22,323,0,84,1019,0,14,12,14,35,14,0.7,0.6,100,11.2,21
17254,1032,800,15,22,324,0,79,1020,0,15,12,15,33,15,0.7,0.6,100,11.2,21
17255,1032,900,16,22,325,0,75,1020,0,16,12,16,32,16,0.7,0.6,100,11.1,21
17256,1032,1000,18,22,326,0,70,1020,0,18,12,18,33,18,0.7,0.6,100,11,21
17257,1032,1100,19,22,327,0,65,1020,0,19,12,19,35,19,0.7,0.6,100,11,21
17258,1032,1200,21,22,328,0,60,1020,0,21,13,21,36,21,0.7,0.6,100,10.9,21
17259,1032,1300,20,21,331,0,64,1019,0,20,13,20,32,20,0.7,0.6,100,10.8,21
17260,1032,1400,20,21,335,0,68,1018,0,20,14,20,28,20,0.7,0.6,100,10.8,21
17261,1032,1500,20,21,339,0,71,1017,0,20,15,20,23,20,0.7,0.6,100,10.7,21
17262,1032,1600,19,22,228,0,75,1017,0,19,15,19,23,19,0.7,0.6,100,10.6,21
17263,1032,1700,19,22,116,0,79,1017,0,19,15,19,23,19,0.7,0.6,100,10.6,21
17264,1032,1800,18,23,5,0,83,1018,0,18,15,18,23,18,0.7,0.6,100,10.5,21
17265,1032,1900,18,23,5,0,85,1018,14,18,15,18,31,18,0.7,0.6,100,10.5,21
17266,1032,2000,17,24,5,0,87,1018,28,17,15,17,39,17,0.8,0.7,100,10.5,21
17267,1032,2100,17,24,6,0,89,1018,42,17,15,17,46,17,0.8,0.7,100,10.5,21
17268,1032,2200,16,24,118,0,90,1018,38,16,15,16,42,16,0.8,0.7,100,10.6,21
17269,1032,2300,16,23,231,0,91,1018,34,16,14,16,37,16,0.7,0.7,100,10.8,21
17270,1033,0,15,22,346,0,92,1019,30,15,14,15,33,15,0.7,0.6,100,10.9,21
17271,1033,100,15,21,338,0,92,1018,23,15,14,15,35,15,0.7,0.6,100,10.9,21
17272,1033,200,15,19,330,0,92,1018,16,15,13,15,37,15,0.6,0.6,100,11,21
17273,1033,300,14,18,323,0,92,1017,9,14,13,15,39,15,0.6,0.6,100,11,21
17274,1033,400,14,17,319,0,87,1017,6,14,12,14,36,14,0.6,0.6,100,11,21
17275,1033,500,14,17,315,0,82,1017,3,14,11,14,34,14,0.6,0.6,100,11,21
17276,1033,600,13,17,311,0,78,1017,0,13,9,13,31,13,0.6,0.6,100,11,21
17277,1033,700,14,17,309,0,72,1017,0,14,9,14,32,14,0.6,0.6,100,11,21
17278,1033,800,15,17,306,0,66,1017,0,15,9,15,33,15,0.6,0.6,100,11,21
17279,1033,900,16,17,303,0,60,1018,0,16,9,16,35,16,0.6,0.6,100,11,21
17280,1033,1000,18,17,301,0,54,1017,0,19,9,18,33,18,0.6,0.6,100,11,21
17281,1033,1100,20,17,299,0,48,1017,0,22,9,20,32,20,0.6,0.6,100,11,21
17282,1033,1200,22,17,297,0,43,1017,0,24,9,22,31,24,0.6,0.6,100,11,21
17283,1033,1300,22,15,303,0,45,1016,0,24,10,22,28,24,0.6,0.6,97,11,21
17284,1033,1400,22,14,310,0,47,1015,0,24,10,22,26,24,0.6,0.6,93,11.1,21
17285,1033,1500,22,12,316,0,49,1015,0,25,11,22,23,25,0.6,0.6,90,11.1,21
17286,1033,1600,21,10,218,0,54,1015,0,22,11,21,25,21,0.6,0.6,93,11.1,21
17287,1033,1700,19,9,119,0,59,1015,0,20,11,19,27,19,0.5,0.5,97,11.1,21
17288,1033,1800,18,7,20,0,64,1016,0,18,11,18,29,18,0.5,0.5,100,11.1,21
17289,1033,1900,17,7,42,0,66,1016,0,17,11,17,22,17,0.5,0.5,97,11,21
17290,1033,2000,17,8,63,0,68,1016,0,17,11,17,16,17,0.5,0.5,93,11,21
17291,1033,2100,16,8,84,0,70,1017,0,16,11,16,9,16,0.5,0.5,90,10.9,21
17292,1033,2200,16,8,102,0,71,1017,0,16,11,16,16,16,0.5,0.5,90,10.9,21
17293,1033,2300,16,8,121,0,72,1017,0,16,11,16,23,16,0.5,0.5,90,10.8,21
17294,1034,0,15,22,346,0,92,1019,30,15,14,15,33,15,0.7,0.6,100,10.9,21
17295,1034,100,15,21,338,0,92,1018,23,15,14,15,35,15,0.7,0.6,100,10.9,21
17296,1034,200,15,19,330,0,92,1018,16,15,13,15,37,15,0.6,0.6,100,11,21
17297,1034,300,14,18,323,0,92,1017,9,14,13,15,39,15,0.6,0.6,100,11,21
17298,1034,400,14,17,319,0,87,1017,6,14,12,14,36,14,0.6,0.6,100,11,21
17299,1034,500,14,17,315,0,82,1017,3,14,11,14,34,14,0.6,0.6,100,11,21
17300,1034,600,13,17,311,0,78,1017,0,13,9,13,31,13,0.6,0.6,100,11,21
17301,1034,700,14,17,309,0,72,1017,0,14,9,14,32,14,0.6,0.6,100,11,21
17302,1034,800,15,17,306,0,66,1017,0,15,9,15,33,15,0.6,0.6,100,11,21
17303,1034,900,16,17,303,0,60,1018,0,16,9,16,35,16,0.6,0.6,100,11,21
17304,1034,1000,18,17,301,0,54,1017,0,19,9,18,33,18,0.6,0.6,100,11,21
17305,1034,1100,20,17,299,0,48,1017,0,22,9,20,32,20,0.6,0.6,100,11,21
17306,1034,1200,22,17,297,0,43,1017,0,24,9,22,31,24,0.6,0.6,100,11,21
17307,1034,1300,22,15,303,0,45,1016,0,24,10,22,28,24,0.6,0.6,97,11,21
17308,1034,1400,22,14,310,0,47,1015,0,24,10,22,26,24,0.6,0.6,93,11.1,21
17309,1034,1500,22,12,316,0,49,1015,0,25,11,22,23,25,0.6,0.6,90,11.1,21
17310,1034,1600,21,10,218,0,54,1015,0,22,11,21,25,21,0.6,0.6,93,11.1,21
17311,1034,1700,19,9,119,0,59,1015,0,20,11,19,27,19,0.5,0.5,97,11.1,21
17312,1034,1800,18,7,20,0,64,1016,0,18,11,18,29,18,0.5,0.5,100,11.1,21
17313,1034,1900,17,7,42,0,66,1016,0,17,11,17,22,17,0.5,0.5,97,11,21
17314,1034,2000,17,8,63,0,68,1016,0,17,11,17,16,17,0.5,0.5,93,11,21
17315,1034,2100,16,8,84,0,70,1017,0,16,11,16,9,16,0.5,0.5,90,10.9,21
17316,1034,2200,16,8,102,0,71,1017,0,16,11,16,16,16,0.5,0.5,90,10.9,21
17317,1034,2300,16,8,121,0,72,1017,0,16,11,16,23,16,0.5,0.5,90,10.8,21
17318,1035,0,15,22,346,0,92,1019,30,15,14,15,33,15,0.7,0.6,100,10.9,21
17319,1035,100,15,21,338,0,92,1018,23,15,14,15,35,15,0.7,0.6,100,10.9,21
17320,1035,200,15,19,330,0,92,1018,16,15,13,15,37,15,0.6,0.6,100,11,21
17321,1035,300,14,18,323,0,92,1017,9,14,13,15,39,15,0.6,0.6,100,11,21
17322,1035,400,14,17,319,0,87,1017,6,14,12,14,36,14,0.6,0.6,100,11,21
17323,1035,500,14,17,315,0,82,1017,3,14,11,14,34,14,0.6,0.6,100,11,21
17324,1035,600,13,17,311,0,78,1017,0,13,9,13,31,13,0.6,0.6,100,11,21
17325,1035,700,14,17,309,0,72,1017,0,14,9,14,32,14,0.6,0.6,100,11,21
17326,1035,800,15,17,306,0,66,1017,0,15,9,15,33,15,0.6,0.6,100,11,21
17327,1035,900,16,17,303,0,60,1018,0,16,9,16,35,16,0.6,0.6,100,11,21
17328,1035,1000,18,17,301,0,54,1017,0,19,9,18,33,18,0.6,0.6,100,11,21
17329,1035,1100,20,17,299,0,48,1017,0,22,9,20,32,20,0.6,0.6,100,11,21
17330,1035,1200,22,17,297,0,43,1017,0,24,9,22,31,24,0.6,0.6,100,11,21
17331,1035,1300,22,15,303,0,45,1016,0,24,10,22,28,24,0.6,0.6,97,11,21
17332,1035,1400,22,14,310,0,47,1015,0,24,10,22,26,24,0.6,0.6,93,11.1,21
17333,1035,1500,22,12,316,0,49,1015,0,25,11,22,23,25,0.6,0.6,90,11.1,21
17334,1035,1600,21,10,218,0,54,1015,0,22,11,21,25,21,0.6,0.6,93,11.1,21
17335,1035,1700,19,9,119,0,59,1015,0,20,11,19,27,19,0.5,0.5,97,11.1,21
17336,1035,1800,18,7,20,0,64,1016,0,18,11,18,29,18,0.5,0.5,100,11.1,21
17337,1035,1900,17,7,42,0,66,1016,0,17,11,17,22,17,0.5,0.5,97,11,21
17338,1035,2000,17,8,63,0,68,1016,0,17,11,17,16,17,0.5,0.5,93,11,21
17339,1035,2100,16,8,84,0,70,1017,0,16,11,16,9,16,0.5,0.5,90,10.9,21
17340,1035,2200,16,8,102,0,71,1017,0,16,11,16,16,16,0.5,0.5,90,10.9,21
17341,1035,2300,16,8,121,0,72,1017,0,16,11,16,23,16,0.5,0.5,90,10.8,21
17342,1036,0,15,22,346,0,92,1019,30,15,14,15,33,15,0.7,0.6,100,10.9,21
17343,1036,100,15,21,338,0,92,1018,23,15,14,15,35,15,0.7,0.6,100,10.9,21
17344,1036,200,15,19,330,0,92,1018,16,15,13,15,37,15,0.6,0.6,100,11,21
17345,1036,300,14,18,323,0,92,1017,9,14,13,15,39,15,0.6,0.6,100,11,21
17346,1036,400,14,17,319,0,87,1017,6,14,12,14,36,14,0.6,0.6,100,11,21
17347,1036,500,14,17,315,0,82,1017,3,14,11,14,34,14,0.6,0.6,100,11,21
17348,1036,600,13,17,311,0,78,1017,0,13,9,13,31,13,0.6,0.6,100,11,21
17349,1036,700,14,17,309,0,72,1017,0,14,9,14,32,14,0.6,0.6,100,11,21
17350,1036,800,15,17,306,0,66,1017,0,15,9,15,33,15,0.6,0.6,100,11,21
17351,1036,900,16,17,303,0,60,1018,0,16,9,16,35,16,0.6,0.6,100,11,21
17352,1036,1000,18,17,301,0,54,1017,0,19,9,18,33,18,0.6,0.6,100,11,21
17353,1036,1100,20,17,299,0,48,1017,0,22,9,20,32,20,0.6,0.6,100,11,21
17354,1036,1200,22,17,297,0,43,1017,0,24,9,22,31,24,0.6,0.6,100,11,21
17355,1036,1300,22,15,303,0,45,1016,0,24,10,22,28,24,0.6,0.6,97,11,21
17356,1036,1400,22,14,310,0,47,1015,0,24,10,22,26,24,0.6,0.6,93,11.1,21
17357,1036,1500,22,12,316,0,49,1015,0,25,11,22,23,25,0.6,0.6,90,11.1,21
17358,1036,1600,21,10,218,0,54,1015,0,22,11,21,25,21,0.6,0.6,93,11.1,21
17359,1036,1700,19,9,119,0,59,1015,0,20,11,19,27,19,0.5,0.5,97,11.1,21
17360,1036,1800,18,7,20,0,64,1016,0,18,11,18,29,18,0.5,0.5,100,11.1,21
17361,1036,1900,17,7,42,0,66,1016,0,17,11,17,22,17,0.5,0.5,97,11,21
17362,1036,2000,17,8,63,0,68,1016,0,17,11,17,16,17,0.5,0.5,93,11,21
17363,1036,2100,16,8,84,0,70,1017,0,16,11,16,9,16,0.5,0.5,90,10.9,21
17364,1036,2200,16,8,102,0,71,1017,0,16,11,16,16,16,0.5,0.5,90,10.9,21
17365,1036,2300,16,8,121,0,72,1017,0,16,11,16,23,16,0.5,0.5,90,10.8,21
17366,1037,0,15,22,346,0,92,1019,30,15,14,15,33,15,0.7,0.6,100,10.9,21
17367,1037,100,15,21,338,0,92,1018,23,15,14,15,35,15,0.7,0.6,100,10.9,21
17368,1037,200,15,19,330,0,92,1018,16,15,13,15,37,15,0.6,0.6,100,11,21
17369,1037,300,14,18,323,0,92,1017,9,14,13,15,39,15,0.6,0.6,100,11,21
17370,1037,400,14,17,319,0,87,1017,6,14,12,14,36,14,0.6,0.6,100,11,21
17371,1037,500,14,17,315,0,82,1017,3,14,11,14,34,14,0.6,0.6,100,11,21
17372,1037,600,13,17,311,0,78,1017,0,13,9,13,31,13,0.6,0.6,100,11,21
17373,1037,700,14,17,309,0,72,1017,0,14,9,14,32,14,0.6,0.6,100,11,21
17374,1037,800,15,17,306,0,66,1017,0,15,9,15,33,15,0.6,0.6,100,11,21
17375,1037,900,16,17,303,0,60,1018,0,16,9,16,35,16,0.6,0.6,100,11,21
17376,1037,1000,18,17,301,0,54,1017,0,19,9,18,33,18,0.6,0.6,100,11,21
17377,1037,1100,20,17,299,0,48,1017,0,22,9,20,32,20,0.6,0.6,100,11,21
17378,1037,1200,22,17,297,0,43,1017,0,24,9,22,31,24,0.6,0.6,100,11,21
17379,1037,1300,22,15,303,0,45,1016,0,24,10,22,28,24,0.6,0.6,97,11,21
17380,1037,1400,22,14,310,0,47,1015,0,24,10,22,26,24,0.6,0.6,93,11.1,21
17381,1037,1500,22,12,316,0,49,1015,0,25,11,22,23,25,0.6,0.6,90,11.1,21
17382,1037,1600,21,10,218,0,54,1015,0,22,11,21,25,21,0.6,0.6,93,11.1,21
17383,1037,1700,19,9,119,0,59,1015,0,20,11,19,27,19,0.5,0.5,97,11.1,21
17384,1037,1800,18,7,20,0,64,1016,0,18,11,18,29,18,0.5,0.5,100,11.1,21
17385,1037,1900,17,7,42,0,66,1016,0,17,11,17,22,17,0.5,0.5,97,11,21
17386,1037,2000,17,8,63,0,68,1016,0,17,11,17,16,17,0.5,0.5,93,11,21
17387,1037,2100,16,8,84,0,70,1017,0,16,11,16,9,16,0.5,0.5,90,10.9,21
17388,1037,2200,16,8,102,0,71,1017,0,16,11,16,16,16,0.5,0.5,90,10.9,21
17389,1037,2300,16,8,121,0,72,1017,0,16,11,16,23,16,0.5,0.5,90,10.8,21
17390,1038,0,15,22,346,0,92,1019,30,15,14,15,33,15,0.7,0.6,100,10.9,21
17391,1038,100,15,21,338,0,92,1018,23,15,14,15,35,15,0.7,0.6,100,10.9,21
17392,1038,200,15,19,330,0,92,1018,16,15,13,15,37,15,0.6,0.6,100,11,21
17393,1038,300,14,18,323,0,92,1017,9,14,13,15,39,15,0.6,0.6,100,11,21
17394,1038,400,14,17,319,0,87,1017,6,14,12,14,36,14,0.6,0.6,100,11,21
17395,1038,500,14,17,315,0,82,1017,3,14,11,14,34,14,0.6,0.6,100,11,21
17396,1038,600,13,17,311,0,78,1017,0,13,9,13,31,13,0.6,0.6,100,11,21
17397,1038,700,14,17,309,0,72,1017,0,14,9,14,32,14,0.6,0.6,100,11,21
17398,1038,800,15,17,306,0,66,1017,0,15,9,15,33,15,0.6,0.6,100,11,21
17399,1038,900,16,17,303,0,60,1018,0,16,9,16,35,16,0.6,0.6,100,11,21
17400,1038,1000,18,17,301,0,54,1017,0,19,9,18,33,18,0.6,0.6,100,11,21
17401,1038,1100,20,17,299,0,48,1017,0,22,9,20,32,20,0.6,0.6,100,11,21
17402,1038,1200,22,17,297,0,43,1017,0,24,9,22,31,24,0.6,0.6,100,11,21
17403,1038,1300,22,15,303,0,45,1016,0,24,10,22,28,24,0.6,0.6,97,11,21
17404,1038,1400,22,14,310,0,47,1015,0,24,10,22,26,24,0.6,0.6,93,11.1,21
17405,1038,1500,22,12,316,0,49,1015,0,25,11,22,23,25,0.6,0.6,90,11.1,21
17406,1038,1600,21,10,218,0,54,1015,0,22,11,21,25,21,0.6,0.6,93,11.1,21
17407,1038,1700,19,9,119,0,59,1015,0,20,11,19,27,19,0.5,0.5,97,11.1,21
17408,1038,1800,18,7,20,0,64,1016,0,18,11,18,29,18,0.5,0.5,100,11.1,21
17409,1038,1900,17,7,42,0,66,1016,0,17,11,17,22,17,0.5,0.5,97,11,21
17410,1038,2000,17,8,63,0,68,1016,0,17,11,17,16,17,0.5,0.5,93,11,21
17411,1038,2100,16,8,84,0,70,1017,0,16,11,16,9,16,0.5,0.5,90,10.9,21
17412,1038,2200,16,8,102,0,71,1017,0,16,11,16,16,16,0.5,0.5,90,10.9,21
17413,1038,2300,16,8,121,0,72,1017,0,16,11,16,23,16,0.5,0.5,90,10.8,21
17414,1039,0,15,22,346,0,92,1019,30,15,14,15,33,15,0.7,0.6,100,10.9,21
17415,1039,100,15,21,338,0,92,1018,23,15,14,15,35,15,0.7,0.6,100,10.9,21
17416,1039,200,15,19,330,0,92,1018,16,15,13,15,37,15,0.6,0.6,100,11,21
17417,1039,300,14,18,323,0,92,1017,9,14,13,15,39,15,0.6,0.6,100,11,21
17418,1039,400,14,17,319,0,87,1017,6,14,12,14,36,14,0.6,0.6,100,11,21
17419,1039,500,14,17,315,0,82,1017,3,14,11,14,34,14,0.6,0.6,100,11,21
17420,1039,600,13,17,311,0,78,1017,0,13,9,13,31,13,0.6,0.6,100,11,21
17421,1039,700,14,17,309,0,72,1017,0,14,9,14,32,14,0.6,0.6,100,11,21
17422,1039,800,15,17,306,0,66,1017,0,15,9,15,33,15,0.6,0.6,100,11,21
17423,1039,900,16,17,303,0,60,1018,0,16,9,16,35,16,0.6,0.6,100,11,21
17424,1039,1000,18,17,301,0,54,1017,0,19,9,18,33,18,0.6,0.6,100,11,21
17425,1039,1100,20,17,299,0,48,1017,0,22,9,20,32,20,0.6,0.6,100,11,21
17426,1039,1200,22,17,297,0,43,1017,0,24,9,22,31,24,0.6,0.6,100,11,21
17427,1039,1300,22,15,303,0,45,1016,0,24,10,22,28,24,0.6,0.6,97,11,21
17428,1039,1400,22,14,310,0,47,1015,0,24,10,22,26,24,0.6,0.6,93,11.1,21
17429,1039,1500,22,12,316,0,49,1015,0,25,11,22,23,25,0.6,0.6,90,11.1,21
17430,1039,1600,21,10,218,0,54,1015,0,22,11,21,25,21,0.6,0.6,93,11.1,21
17431,1039,1700,19,9,119,0,59,1015,0,20,11,19,27,19,0.5,0.5,97,11.1,21
17432,1039,1800,18,7,20,0,64,1016,0,18,11,18,29,18,0.5,0.5,100,11.1,21
17433,1039,1900,17,7,42,0,66,1016,0,17,11,17,22,17,0.5,0.5,97,11,21
17434,1039,2000,17,8,63,0,68,1016,0,17,11,17,16,17,0.5,0.5,93,11,21
17435,1039,2100,16,8,84,0,70,1017,0,16,11,16,9,16,0.5,0.5,90,10.9,21
17436,1039,2200,16,8,102,0,71,1017,0,16,11,16,16,16,0.5,0.5,90,10.9,21
17437,1039,2300,16,8,121,0,72,1017,0,16,11,16,23,16,0.5,0.5,90,10.8,21
17438,1040,0,19,8,207,0.2,79,1014,86,19,15,19,14,19,0.4,0.4,100,10.1,21
17439,1040,100,19,13,195,0.2,82,1014,86,19,16,19,21,19,0.5,0.4,100,10,21
17440,1040,200,18,19,183,0.2,84,1015,87,18,16,18,28,18,0.6,0.5,100,9.8,21
17441,1040,300,18,24,170,0.2,87,1015,87,18,16,18,35,18,0.7,0.5,100,9.7,21
17442,1040,400,18,24,169,0.1,86,1015,92,18,15,18,38,18,0.7,0.5,100,10.4,21
17443,1040,500,17,24,167,0.1,85,1015,96,17,15,17,42,17,0.7,0.6,100,11,21
17444,1040,600,17,23,165,0,85,1015,100,17,14,17,45,17,0.7,0.6,100,11.7,21
17445,1040,700,17,24,166,0.1,84,1016,100,17,14,17,43,17,0.7,0.6,103,11.7,21
17446,1040,800,17,24,167,0.1,84,1016,100,17,14,17,41,17,0.8,0.7,107,11.8,21
17447,1040,900,17,24,168,0.2,84,1017,100,17,14,17,39,17,0.8,0.7,110,11.8,21
17448,1040,1000,17,24,168,0.1,81,1017,100,17,13,17,40,17,0.7,0.7,80,9.5,21
17449,1040,1100,17,24,168,0.1,78,1017,100,17,13,17,41,17,0.7,0.8,50,7.1,21
17450,1040,1200,17,24,168,0,75,1017,100,17,13,17,42,17,0.6,0.8,20,4.8,21
17451,1040,1300,17,24,165,0,76,1016,100,17,13,17,41,17,0.6,0.8,30,6.3,21
17452,1040,1400,16,24,162,0,77,1016,100,16,12,16,40,16,0.6,0.8,40,7.7,21
17453,1040,1500,16,24,159,0,78,1016,100,16,12,16,38,16,0.6,0.8,50,9.2,21
17454,1040,1600,16,25,158,0,78,1016,100,16,12,16,39,16,0.7,0.8,67,9.5,21
17455,1040,1700,16,26,157,0.1,78,1016,100,16,12,16,41,16,0.7,0.8,83,9.9,21
17456,1040,1800,16,27,156,0.1,78,1017,100,16,12,16,42,16,0.8,0.8,100,10.2,21
17457,1040,1900,15,28,160,0.1,80,1017,100,15,12,15,44,15,0.8,0.8,97,10.8,21
17458,1040,2000,15,30,164,0,82,1018,100,15,12,14,46,14,0.9,0.9,93,11.3,21
